zone_id,date,traffic_congestion
Z052,2025-01-04,L
Z052,2025-01-05,M
Z052,2025-01-06,M
Z052,2025-01-07,L
Z052,2025-01-08,M
Z052,2025-01-09,M
Z052,2025-01-10,L
Z052,2025-01-11,M
Z052,2025-01-12,M
Z052,2025-01-13,M
Z052,2025-01-14,
Z052,2025-01-15,L
Z052,2025-01-16,L
Z052,2025-01-17,M
Z052,2025-01-18,m
Z052,2025-01-19,H
Z052,2025-01-20,M
Z052,2025-01-21,L
Z052,2025-01-22,M
Z052,2025-01-23,L
Z052,2025-01-24,L
Z052,2025-01-25,L
Z052,2025-01-26,L
Z052,2025-01-27,M
Z052,2025-01-28,H
Z052,2025-01-29,H
Z052,2025-01-30,M
Z052,2025-01-31,L
Z052,2025-02-01,M
Z052,2025-02-02,H
Z052,2025-02-03,
Z052,2025-02-04,L
Z052,2025-02-05,M
Z052,2025-02-06,L
Z052,2025-02-07,H
Z052,2025-02-08,L
Z052,2025-02-09,
Z052,2025-02-10,M
Z052,2025-02-11,L
Z052,2025-02-12,L
Z052,2025-02-13,L
Z052,2025-02-14,H
Z052,2025-02-15,L
Z052,2025-02-16,
Z052,2025-02-17,L
Z052,2025-02-18,
Z052,2025-02-19,H
Z052,2025-02-20,M
Z052,2025-02-21,L
Z052,2025-02-22,M
Z052,2025-02-23,M
Z052,2025-02-24,m
Z052,2025-02-25,M
Z052,2025-02-26,M
Z052,2025-02-27,H
Z052,2025-02-28,M
Z052,2025-03-01,M
Z052,2025-03-02,L
Z052,2025-03-03,L
Z052,2025-03-04,M
Z052,2025-03-05,M
Z052,2025-03-06,M
Z052,2025-03-07,H
Z052,2025-03-08,H
Z052,2025-03-09,L
Z052,2025-03-10,L
Z052,2025-03-11,L
Z052,2025-03-12,M
Z052,2025-03-13,L
Z052,2025-03-14,L
Z052,2025-03-15,M
Z052,2025-03-16,M
Z052,2025-03-17,M
Z052,2025-03-18,M
Z052,2025-03-19,
Z052,2025-03-20,L
Z052,2025-03-21,M
Z052,2025-03-22,L
Z052,2025-03-23,M
Z052,2025-03-24,L
Z052,2025-03-25,M
Z052,2025-03-26,L
Z052,2025-03-27,H
Z052,2025-03-28,M
Z052,2025-03-29,M
Z052,2025-03-30,M
Z052,2025-03-31,M
Z053,2025-01-01,L
Z053,2025-01-02,L
Z053,2025-01-03,M
Z053,2025-01-04,M
Z053,2025-01-05,H
Z053,2025-01-06,M
Z053,2025-01-07,L
Z053,2025-01-08,M
Z053,2025-01-09,M
Z053,2025-01-10,M
Z053,2025-01-11,M
Z053,2025-01-12,L
Z053,2025-01-13,M
Z053,2025-01-14,L
Z053,2025-01-15,L
Z053,2025-01-16,M
Z053,2025-01-17,M
Z053,2025-01-18,H
Z053,2025-01-19,H
Z053,2025-01-20,H
Z053,2025-01-21,M
Z053,2025-01-22,H
Z053,2025-01-23,M
Z053,2025-01-24,L
Z053,2025-01-25,M
Z053,2025-01-26,M
Z053,2025-01-27,L
Z053,2025-01-28,M
Z053,2025-01-29,M
Z053,2025-01-30,H
Z053,2025-01-31,M
Z053,2025-02-01,M
Z053,2025-02-02,L
Z053,2025-02-03,H
Z053,2025-02-04,L
Z053,2025-02-05,
Z053,2025-02-06,H
Z053,2025-02-07,l
Z053,2025-02-08,H
Z053,2025-02-09,
Z053,2025-02-10,
Z053,2025-02-11,H
Z053,2025-02-12,H
Z053,2025-02-13,M
Z053,2025-02-14,H
Z053,2025-02-15,L
Z053,2025-02-16,L
Z053,2025-02-17,H
Z053,2025-02-18,L
Z053,2025-02-19,M
Z053,2025-02-20,H
Z053,2025-02-21,M
Z053,2025-02-22,M
Z053,2025-02-23,H
Z053,2025-02-24,L
Z053,2025-02-25,L
Z053,2025-02-26,H
Z053,2025-02-27,M
Z053,2025-02-28,H
Z053,2025-03-01,L
Z053,2025-03-02,H
Z053,2025-03-03,
Z053,2025-03-04,L
Z053,2025-03-05,M
Z053,2025-03-06,M
Z053,2025-03-07,M
Z053,2025-03-08,M
Z053,2025-03-09,L
Z053,2025-03-10,L
Z053,2025-03-11,H
Z053,2025-03-12,L
Z053,2025-03-13,M
Z053,2025-03-14,H
Z053,2025-03-15,L
Z053,2025-03-16,M
Z053,2025-03-17,M
Z053,2025-03-18,M
Z053,2025-03-19,M
Z053,2025-03-20,M
Z053,2025-03-21,L
Z053,2025-03-22,M
Z053,2025-03-23,H
Z053,2025-03-24,M
Z053,2025-03-25,M
Z053,2025-03-26,H
Z053,2025-03-27,M
Z053,2025-03-28,M
Z053,2025-03-29,
Z053,2025-03-30,M
Z053,2025-03-31,L
Z054,2025-01-01,
Z054,2025-01-02,L
Z054,2025-01-03,L
Z054,2025-01-04,M
Z054,2025-01-05,H
Z054,2025-01-06,M
Z054,2025-01-07,M
Z054,2025-01-08,M
Z054,2025-01-09,L
Z054,2025-01-10,H
Z054,2025-01-11,L
Z054,2025-01-12,L
Z054,2025-01-13,L
Z054,2025-01-14,H
Z054,2025-01-15,
Z054,2025-01-16,M
Z054,2025-01-17,H
Z054,2025-01-18,H
Z054,2025-01-19,H
Z054,2025-01-20,H
Z054,2025-01-21,
Z054,2025-01-22,L
Z054,2025-01-23,L
Z054,2025-01-24,M
Z054,2025-01-25,M
Z054,2025-01-26,L
Z054,2025-01-27,L
Z054,2025-01-28,H
Z054,2025-01-29,M
Z054,2025-01-30,L
Z054,2025-01-31,M
Z054,2025-02-01,L
Z054,2025-02-02,H
Z054,2025-02-03,H
Z054,2025-02-04,M
Z054,2025-02-05,
Z054,2025-02-06,L
Z054,2025-02-07,M
Z054,2025-02-08,L
Z054,2025-02-09,H
Z054,2025-02-10,M
Z054,2025-02-11,M
Z054,2025-02-12,L
Z054,2025-02-13,M
Z054,2025-02-14,
Z054,2025-02-15,M
Z054,2025-02-16,H
Z054,2025-02-17,M
Z054,2025-02-18,L
Z054,2025-02-19,M
Z054,2025-02-20,H
Z054,2025-02-21,H
Z054,2025-02-22,
Z054,2025-02-23,L
Z054,2025-02-24,M
Z054,2025-02-25,
Z054,2025-02-26,L
Z054,2025-02-27,M
Z054,2025-02-28,L
Z054,2025-03-01,L
Z054,2025-03-02,M
Z054,2025-03-03,
Z054,2025-03-04,M
Z054,2025-03-05,M
Z054,2025-03-06,L
Z054,2025-03-07,M
Z054,2025-03-08,H
Z054,2025-03-09,H
Z054,2025-03-10,
Z054,2025-03-11,L
Z054,2025-03-12,H
Z054,2025-03-13,H
Z054,2025-03-14,H
Z054,2025-03-15,L
Z054,2025-03-16,M
Z054,2025-03-17,L
Z054,2025-03-18,M
Z054,2025-03-19,L
Z054,2025-03-20,M
Z054,2025-03-21,L
Z054,2025-03-22,L
Z054,2025-03-23,L
Z054,2025-03-24,
Z054,2025-03-25,H
Z054,2025-03-26,M
Z054,2025-03-27,L
Z054,2025-03-28,
Z054,2025-03-29,M
Z054,2025-03-30,H
Z054,2025-03-31,M
Z055,2025-01-01,H
Z055,2025-01-02,L
Z055,2025-01-03,M
Z055,2025-01-04,L
Z055,2025-01-05,
Z055,2025-01-06,M
Z055,2025-01-07,M
Z055,2025-01-08,M
Z055,2025-01-09,L
Z055,2025-01-10,L
Z055,2025-01-11,L
Z055,2025-01-12,L
Z055,2025-01-13,L
Z055,2025-01-14,M
Z055,2025-01-15,L
Z055,2025-01-16,M
Z055,2025-01-17,M
Z055,2025-01-18,H
Z055,2025-01-19,H
Z055,2025-01-20,M
Z055,2025-01-21,M
Z055,2025-01-22,
Z055,2025-01-23,M
Z055,2025-01-24,M
Z055,2025-01-25,L
Z055,2025-01-26,H
Z055,2025-01-27,M
Z055,2025-01-28,M
Z055,2025-01-29,L
Z055,2025-01-30,
Z055,2025-01-31,M
Z055,2025-02-01,H
Z055,2025-02-02,L
Z055,2025-02-03,H
Z055,2025-02-04,L
Z055,2025-02-05,M
Z055,2025-02-06,M
Z055,2025-02-07,M
Z055,2025-02-08,M
Z055,2025-02-09,H
Z055,2025-02-10,M
Z055,2025-02-11,M
Z055,2025-02-12,
Z055,2025-02-13,L
Z055,2025-02-14,H
Z055,2025-02-15,H
Z055,2025-02-16,M
Z055,2025-02-17,M
Z055,2025-02-18,L
Z055,2025-02-19,M
Z055,2025-02-20,H
Z055,2025-02-21,M
Z055,2025-02-22,L
Z055,2025-02-23,M
Z055,2025-02-24,M
Z055,2025-02-25,H
Z055,2025-02-26,
Z055,2025-02-27,L
Z055,2025-02-28,
Z055,2025-03-01,M
Z055,2025-03-02,h
Z055,2025-03-03,M
Z055,2025-03-04,L
Z055,2025-03-05,M
Z055,2025-03-06,H
Z055,2025-03-07,M
Z055,2025-03-08,M
Z055,2025-03-09,H
Z055,2025-03-10,M
Z055,2025-03-11,H
Z055,2025-03-12,L
Z055,2025-03-13,M
Z055,2025-03-14,H
Z055,2025-03-15,M
Z055,2025-03-16,L
Z055,2025-03-17,L
Z055,2025-03-18,M
Z055,2025-03-19,M
Z055,2025-03-20,M
Z055,2025-03-21,L
Z055,2025-03-22,L
Z055,2025-03-23,H
Z055,2025-03-24,L
Z055,2025-03-25,M
Z055,2025-03-26,L
Z055,2025-03-27,M
Z055,2025-03-28,L
Z055,2025-03-29,H
Z055,2025-03-30,M
Z055,2025-03-31,M
Z056,2025-01-01,H
Z056,2025-01-02,L
Z056,2025-01-03,M
Z056,2025-01-04,H
Z056,2025-01-05,H
Z056,2025-01-06,M
Z056,2025-01-07,L
Z056,2025-01-08,H
Z056,2025-01-09,M
Z056,2025-01-10,L
Z056,2025-01-11,L
Z056,2025-01-12,L
Z056,2025-01-13,L
Z056,2025-01-14,H
Z056,2025-01-15,L
Z056,2025-01-16,L
Z056,2025-01-17,M
Z056,2025-01-18,L
Z056,2025-01-19,H
Z056,2025-01-20,H
Z056,2025-01-21,L
Z056,2025-01-22,L
Z056,2025-01-23,M
Z056,2025-01-24,M
Z056,2025-01-25,L
Z056,2025-01-26,L
Z056,2025-01-27,M
Z056,2025-01-28,L
Z056,2025-01-29,M
Z056,2025-01-30,L
Z056,2025-01-31,M
Z056,2025-02-01,H
Z056,2025-02-02,H
Z056,2025-02-03,H
Z056,2025-02-04,L
Z056,2025-02-05,H
Z056,2025-02-06,L
Z056,2025-02-07,L
Z056,2025-02-08,L
Z056,2025-02-09,L
Z056,2025-02-10,L
Z056,2025-02-11,M
Z056,2025-02-12,L
Z056,2025-02-13,L
Z056,2025-02-14,M
Z056,2025-02-15,L
Z056,2025-02-16,H
Z056,2025-02-17,L
Z056,2025-02-18,
Z056,2025-02-19,M
Z056,2025-02-20,L
Z056,2025-02-21,H
Z056,2025-02-22,M
Z056,2025-02-23,L
Z056,2025-02-24,L
Z056,2025-02-25,L
Z056,2025-02-26,M
Z056,2025-02-27,H
Z056,2025-02-28,L
Z056,2025-03-01,L
Z056,2025-03-02,M
Z056,2025-03-03,M
Z056,2025-03-04,m
Z056,2025-03-05,L
Z056,2025-03-06,H
Z056,2025-03-07,M
Z056,2025-03-08,H
Z056,2025-03-09,L
Z056,2025-03-10,L
Z056,2025-03-11,L
Z056,2025-03-12,L
Z056,2025-03-13,
Z056,2025-03-14,
Z056,2025-03-15,L
Z056,2025-03-16,L
Z056,2025-03-17,L
Z056,2025-03-18,M
Z056,2025-03-19,H
Z056,2025-03-20,H
Z056,2025-03-21,H
Z056,2025-03-22,M
Z056,2025-03-23,H
Z056,2025-03-24,M
Z056,2025-03-25,H
Z056,2025-03-26,M
Z056,2025-03-27,L
Z056,2025-03-28,H
Z056,2025-03-29,L
Z056,2025-03-30,M
Z056,2025-03-31,M
Z057,2025-01-01,H
Z057,2025-01-02,L
Z057,2025-01-03,L
Z057,2025-01-04,M
Z057,2025-01-05,L
Z057,2025-01-06,M
Z057,2025-01-07,H
Z057,2025-01-08,M
Z057,2025-01-09,
Z057,2025-01-10,
Z057,2025-01-11,L
Z057,2025-01-12,H
Z057,2025-01-13,H
Z057,2025-01-14,L
Z057,2025-01-15,M
Z057,2025-01-16,L
Z057,2025-01-17,M
Z057,2025-01-18,L
Z057,2025-01-19,L
Z057,2025-01-20,H
Z057,2025-01-21,H
Z057,2025-01-22,L
Z057,2025-01-23,L
Z057,2025-01-24,M
Z057,2025-01-25,L
Z057,2025-01-26,M
Z057,2025-01-27,M
Z057,2025-01-28,M
Z057,2025-01-29,M
Z057,2025-01-30,L
Z057,2025-01-31,M
Z057,2025-02-01,L
Z057,2025-02-02,L
Z057,2025-02-03,
Z057,2025-02-04,L
Z057,2025-02-05,
Z057,2025-02-06,H
Z057,2025-02-07,L
Z057,2025-02-08,
Z057,2025-02-09,M
Z057,2025-02-10,L
Z057,2025-02-11,M
Z057,2025-02-12,M
Z057,2025-02-13,
Z057,2025-02-14,M
Z057,2025-02-15,H
Z057,2025-02-16,M
Z057,2025-02-17,L
Z057,2025-02-18,L
Z057,2025-02-19,L
Z057,2025-02-20,H
Z057,2025-02-21,M
Z057,2025-02-22,M
Z057,2025-02-23,M
Z057,2025-02-24,L
Z057,2025-02-25,L
Z057,2025-02-26,M
Z057,2025-02-27,H
Z057,2025-02-28,M
Z057,2025-03-01,m
Z057,2025-03-02,M
Z057,2025-03-03,M
Z057,2025-03-04,M
Z057,2025-03-05,L
Z057,2025-03-06,M
Z057,2025-03-07,M
Z057,2025-03-08,L
Z057,2025-03-09,H
Z057,2025-03-10,M
Z057,2025-03-11,L
Z057,2025-03-12,M
Z057,2025-03-13,
Z057,2025-03-14,M
Z057,2025-03-15,M
Z057,2025-03-16,M
Z057,2025-03-17,L
Z057,2025-03-18,L
Z057,2025-03-19,L
Z057,2025-03-20,M
Z057,2025-03-21,M
Z057,2025-03-22,L
Z057,2025-03-23,M
Z057,2025-03-24,L
Z057,2025-03-25,H
Z057,2025-03-26,M
Z057,2025-03-27,L
Z057,2025-03-28,L
Z057,2025-03-29,L
Z057,2025-03-30,M
Z057,2025-03-31,H
Z058,2025-01-01,L
Z058,2025-01-02,L
Z058,2025-01-03,M
Z058,2025-01-04,L
Z058,2025-01-05,M
Z058,2025-01-06,L
Z058,2025-01-07,L
Z058,2025-01-08,M
Z058,2025-01-09,L
Z058,2025-01-10,M
Z058,2025-01-11,L
Z058,2025-01-12,L
Z058,2025-01-13,L
Z058,2025-01-14,
Z058,2025-01-15,L
Z058,2025-01-16,m
Z058,2025-01-17,M
Z058,2025-01-18,M
Z058,2025-01-19,L
Z058,2025-01-20,L
Z058,2025-01-21,M
Z058,2025-01-22,H
Z058,2025-01-23,
Z058,2025-01-24,L
Z058,2025-01-25,L
Z058,2025-01-26,M
Z058,2025-01-27,L
Z058,2025-01-28,H
Z058,2025-01-29,
Z058,2025-01-30,H
Z058,2025-01-31,M
Z058,2025-02-01,L
Z058,2025-02-02,L
Z058,2025-02-03,L
Z058,2025-02-04,L
Z058,2025-02-05,L
Z058,2025-02-06,L
Z058,2025-02-07,M
Z058,2025-02-08,M
Z058,2025-02-09,M
Z058,2025-02-10,L
Z058,2025-02-11,M
Z058,2025-02-12,M
Z058,2025-02-13,L
Z058,2025-02-14,H
Z058,2025-02-15,L
Z058,2025-02-16,H
Z058,2025-02-17,H
Z058,2025-02-18,H
Z058,2025-02-19,L
Z058,2025-02-20,L
Z058,2025-02-21,H
Z058,2025-02-22,M
Z058,2025-02-23,M
Z058,2025-02-24,M
Z058,2025-02-25,M
Z058,2025-02-26,
Z058,2025-02-27,M
Z058,2025-02-28,M
Z058,2025-03-01,
Z058,2025-03-02,L
Z058,2025-03-03,M
Z058,2025-03-04,L
Z058,2025-03-05,
Z058,2025-03-06,M
Z058,2025-03-07,L
Z058,2025-03-08,M
Z058,2025-03-09,M
Z058,2025-03-10,M
Z058,2025-03-11,L
Z058,2025-03-12,
Z058,2025-03-13,H
Z058,2025-03-14,L
Z058,2025-03-15,
Z058,2025-03-16,M
Z058,2025-03-17,L
Z058,2025-03-18,M
Z058,2025-03-19,H
Z058,2025-03-20,L
Z058,2025-03-21,M
Z058,2025-03-22,L
Z058,2025-03-23,M
Z058,2025-03-24,H
Z058,2025-03-25,H
Z058,2025-03-26,L
Z058,2025-03-27,
Z058,2025-03-28,M
Z058,2025-03-29,M
Z058,2025-03-30,M
Z058,2025-03-31,M
Z059,2025-01-01,M
Z059,2025-01-02,L
Z059,2025-01-03,H
Z059,2025-01-04,H
Z059,2025-01-05,L
Z059,2025-01-06,
Z059,2025-01-07,H
Z059,2025-01-08,L
Z059,2025-01-09,H
Z059,2025-01-10,M
Z059,2025-01-11,L
Z059,2025-01-12,
Z059,2025-01-13,M
Z059,2025-01-14,L
Z059,2025-01-15,L
Z059,2025-01-16,
Z059,2025-01-17,L
Z059,2025-01-18,H
Z059,2025-01-19,H
Z059,2025-01-20,L
Z059,2025-01-21,H
Z059,2025-01-22,L
Z059,2025-01-23,L
Z059,2025-01-24,L
Z059,2025-01-25,L
Z059,2025-01-26,H
Z059,2025-01-27,M
Z059,2025-01-28,M
Z059,2025-01-29,M
Z059,2025-01-30,H
Z059,2025-01-31,M
Z059,2025-02-01,M
Z059,2025-02-02,M
Z059,2025-02-03,M
Z059,2025-02-04,L
Z059,2025-02-05,M
Z059,2025-02-06,L
Z059,2025-02-07,M
Z059,2025-02-08,H
Z059,2025-02-09,L
Z059,2025-02-10,M
Z059,2025-02-11,M
Z059,2025-02-12,L
Z059,2025-02-13,H
Z059,2025-02-14,M
Z059,2025-02-15,H
Z059,2025-02-16,M
Z059,2025-02-17,
Z059,2025-02-18,H
Z059,2025-02-19,M
Z059,2025-02-20,
Z059,2025-02-21,L
Z059,2025-02-22,M
Z059,2025-02-23,M
Z059,2025-02-24,L
Z059,2025-02-25,M
Z059,2025-02-26,L
Z059,2025-02-27,M
Z059,2025-02-28,M
Z059,2025-03-01,L
Z059,2025-03-02,L
Z059,2025-03-03,M
Z059,2025-03-04,M
Z059,2025-03-05,M
Z059,2025-03-06,L
Z059,2025-03-07,M
Z059,2025-03-08,M
Z059,2025-03-09,M
Z059,2025-03-10,
Z059,2025-03-11,H
Z059,2025-03-12,
Z059,2025-03-13,M
Z059,2025-03-14,L
Z059,2025-03-15,m
Z059,2025-03-16,M
Z059,2025-03-17,L
Z059,2025-03-18,L
Z059,2025-03-19,M
Z059,2025-03-20,H
Z059,2025-03-21,M
Z059,2025-03-22,L
Z059,2025-03-23,M
Z059,2025-03-24,L
Z059,2025-03-25,L
Z059,2025-03-26,M
Z059,2025-03-27,L
Z059,2025-03-28,M
Z059,2025-03-29,M
Z059,2025-03-30,H
Z059,2025-03-31,L
Z060,2025-01-01,L
Z060,2025-01-02,H
Z060,2025-01-03,
Z060,2025-01-04,M
Z060,2025-01-05,M
Z060,2025-01-06,M
Z060,2025-01-07,m
Z060,2025-01-08,M
Z060,2025-01-09,M
Z060,2025-01-10,M
Z060,2025-01-11,M
Z060,2025-01-12,L
Z060,2025-01-13,M
Z060,2025-01-14,M
Z060,2025-01-15,L
Z060,2025-01-16,L
Z060,2025-01-17,M
Z060,2025-01-18,M
Z060,2025-01-19,H
Z060,2025-01-20,M
Z060,2025-01-21,L
Z060,2025-01-22,M
Z060,2025-01-23,H
Z060,2025-01-24,M
Z060,2025-01-25,M
Z060,2025-01-26,H
Z060,2025-01-27,L
Z060,2025-01-28,H
Z060,2025-01-29,L
Z060,2025-01-30,L
Z060,2025-01-31,M
Z060,2025-02-01,L
Z060,2025-02-02,M
Z060,2025-02-03,M
Z060,2025-02-04,M
Z060,2025-02-05,L
Z060,2025-02-06,M
Z060,2025-02-07,M
Z060,2025-02-08,M
Z060,2025-02-09,L
Z060,2025-02-10,L
Z060,2025-02-11,H
Z060,2025-02-12,
Z060,2025-02-13,M
Z060,2025-02-14,L
Z060,2025-02-15,L
Z060,2025-02-16,H
Z060,2025-02-17,L
Z060,2025-02-18,M
Z060,2025-02-19,H
Z060,2025-02-20,L
Z060,2025-02-21,L
Z060,2025-02-22,M
Z060,2025-02-23,M
Z060,2025-02-24,H
Z060,2025-02-25,L
Z060,2025-02-26,M
Z060,2025-02-27,H
Z060,2025-02-28,M
Z060,2025-03-01,L
Z060,2025-03-02,H
Z060,2025-03-03,H
Z060,2025-03-04,
Z060,2025-03-05,L
Z060,2025-03-06,L
Z060,2025-03-07,L
Z060,2025-03-08,L
Z060,2025-03-09,H
Z060,2025-03-10,M
Z060,2025-03-11,
Z060,2025-03-12,
Z060,2025-03-13,L
Z060,2025-03-14,L
Z060,2025-03-15,M
Z060,2025-03-16,
Z060,2025-03-17,M
Z060,2025-03-18,M
Z060,2025-03-19,M
Z060,2025-03-20,M
Z060,2025-03-21,M
Z060,2025-03-22,L
Z060,2025-03-23,M
Z060,2025-03-24,L
Z060,2025-03-25,M
Z060,2025-03-26,M
Z060,2025-03-27,H
Z060,2025-03-28,M
Z060,2025-03-29,M
Z060,2025-03-30,M
Z060,2025-03-31,
Z061,2025-01-01,M
Z061,2025-01-02,L
Z061,2025-01-03,
Z061,2025-01-04,
Z061,2025-01-05,L
Z061,2025-01-06,M
Z061,2025-01-07,M
Z061,2025-01-08,M
Z061,2025-01-09,L
Z061,2025-01-10,M
Z061,2025-01-11,M
Z061,2025-01-12,M
Z061,2025-01-13,M
Z061,2025-01-14,m
Z061,2025-01-15,L
Z061,2025-01-16,L
Z061,2025-01-17,L
Z061,2025-01-18,M
Z061,2025-01-19,H
Z061,2025-01-20,L
Z061,2025-01-21,L
Z061,2025-01-22,M
Z061,2025-01-23,H
Z061,2025-01-24,L
Z061,2025-01-25,M
Z061,2025-01-26,M
Z061,2025-01-27,L
Z061,2025-01-28,M
Z061,2025-01-29,M
Z061,2025-01-30,L
Z061,2025-01-31,M
Z061,2025-02-01,H
Z061,2025-02-02,L
Z061,2025-02-03,M
Z061,2025-02-04,L
Z061,2025-02-05,L
Z061,2025-02-06,L
Z061,2025-02-07,H
Z061,2025-02-08,
Z061,2025-02-09,M
Z061,2025-02-10,L
Z061,2025-02-11,M
Z061,2025-02-12,M
Z061,2025-02-13,M
Z061,2025-02-14,L
Z061,2025-02-15,H
Z061,2025-02-16,H
Z061,2025-02-17,L
Z061,2025-02-18,M
Z061,2025-02-19,M
Z061,2025-02-20,M
Z061,2025-02-21,H
Z061,2025-02-22,M
Z061,2025-02-23,L
Z061,2025-02-24,
Z061,2025-02-25,M
Z061,2025-02-26,H
Z061,2025-02-27,M
Z061,2025-02-28,L
Z061,2025-03-01,H
Z061,2025-03-02,M
Z061,2025-03-03,L
Z061,2025-03-04,M
Z061,2025-03-05,M
Z061,2025-03-06,L
Z061,2025-03-07,M
Z061,2025-03-08,M
Z061,2025-03-09,L
Z061,2025-03-10,L
Z061,2025-03-11,M
Z061,2025-03-12,M
Z061,2025-03-13,M
Z061,2025-03-14,M
Z061,2025-03-15,M
Z061,2025-03-16,L
Z061,2025-03-17,M
Z061,2025-03-18,L
Z061,2025-03-19,H
Z061,2025-03-20,M
Z061,2025-03-21,M
Z061,2025-03-22,L
Z061,2025-03-23,M
Z061,2025-03-24,
Z061,2025-03-25,L
Z061,2025-03-26,H
Z061,2025-03-27,M
Z061,2025-03-28,M
Z061,2025-03-29,M
Z061,2025-03-30,H
Z061,2025-03-31,H
Z062,2025-01-01,L
Z062,2025-01-02,M
Z062,2025-01-03,L
Z062,2025-01-04,
Z062,2025-01-05,M
Z062,2025-01-06,
Z062,2025-01-07,H
Z062,2025-01-08,L
Z062,2025-01-09,l
Z062,2025-01-10,
Z062,2025-01-11,L
Z062,2025-01-12,M
Z062,2025-01-13,H
Z062,2025-01-14,M
Z062,2025-01-15,L
Z062,2025-01-16,M
Z062,2025-01-17,
Z062,2025-01-18,H
Z062,2025-01-19,L
Z062,2025-01-20,L
Z062,2025-01-21,L
Z062,2025-01-22,M
Z062,2025-01-23,M
Z062,2025-01-24,M
Z062,2025-01-25,M
Z062,2025-01-26,H
Z062,2025-01-27,M
Z062,2025-01-28,L
Z062,2025-01-29,h
Z062,2025-01-30,M
Z062,2025-01-31,M
Z062,2025-02-01,M
Z062,2025-02-02,L
Z062,2025-02-03,M
Z062,2025-02-04,m
Z062,2025-02-05,l
Z062,2025-02-06,L
Z062,2025-02-07,H
Z062,2025-02-08,L
Z062,2025-02-09,L
Z062,2025-02-10,M
Z062,2025-02-11,L
Z062,2025-02-12,
Z062,2025-02-13,M
Z062,2025-02-14,L
Z062,2025-02-15,H
Z062,2025-02-16,M
Z062,2025-02-17,M
Z062,2025-02-18,L
Z062,2025-02-19,M
Z062,2025-02-20,M
Z062,2025-02-21,L
Z062,2025-02-22,H
Z062,2025-02-23,M
Z062,2025-02-24,L
Z062,2025-02-25,M
Z062,2025-02-26,M
Z062,2025-02-27,L
Z062,2025-02-28,M
Z062,2025-03-01,L
Z062,2025-03-02,M
Z062,2025-03-03,L
Z062,2025-03-04,M
Z062,2025-03-05,M
Z062,2025-03-06,H
Z062,2025-03-07,M
Z062,2025-03-08,H
Z062,2025-03-09,
Z062,2025-03-10,L
Z062,2025-03-11,L
Z062,2025-03-12,H
Z062,2025-03-13,H
Z062,2025-03-14,L
Z062,2025-03-15,M
Z062,2025-03-16,L
Z062,2025-03-17,M
Z062,2025-03-18,L
Z062,2025-03-19,
Z062,2025-03-20,M
Z062,2025-03-21,M
Z062,2025-03-22,M
Z062,2025-03-23,L
Z062,2025-03-24,H
Z062,2025-03-25,L
Z062,2025-03-26,M
Z062,2025-03-27,H
Z062,2025-03-28,M
Z062,2025-03-29,L
Z062,2025-03-30,H
Z062,2025-03-31,L
Z063,2025-01-01,M
Z063,2025-01-02,H
Z063,2025-01-03,L
Z063,2025-01-04,
Z063,2025-01-05,M
Z063,2025-01-06,L
Z063,2025-01-07,L
Z063,2025-01-08,
Z063,2025-01-09,H
Z063,2025-01-10,L
Z063,2025-01-11,M
Z063,2025-01-12,
Z063,2025-01-13,L
Z063,2025-01-14,M
Z063,2025-01-15,M
Z063,2025-01-16,H
Z063,2025-01-17,M
Z063,2025-01-18,H
Z063,2025-01-19,H
Z063,2025-01-20,H
Z063,2025-01-21,
Z063,2025-01-22,L
Z063,2025-01-23,H
Z063,2025-01-24,M
Z063,2025-01-25,L
Z063,2025-01-26,L
Z063,2025-01-27,M
Z063,2025-01-28,H
Z063,2025-01-29,L
Z063,2025-01-30,L
Z063,2025-01-31,M
Z063,2025-02-01,M
Z063,2025-02-02,M
Z063,2025-02-03,M
Z063,2025-02-04,M
Z063,2025-02-05,H
Z063,2025-02-06,M
Z063,2025-02-07,M
Z063,2025-02-08,M
Z063,2025-02-09,L
Z063,2025-02-10,H
Z063,2025-02-11,L
Z063,2025-02-12,H
Z063,2025-02-13,L
Z063,2025-02-14,L
Z063,2025-02-15,M
Z063,2025-02-16,
Z063,2025-02-17,l
Z063,2025-02-18,H
Z063,2025-02-19,L
Z063,2025-02-20,H
Z063,2025-02-21,M
Z063,2025-02-22,L
Z063,2025-02-23,L
Z063,2025-02-24,H
Z063,2025-02-25,L
Z063,2025-02-26,H
Z063,2025-02-27,M
Z063,2025-02-28,L
Z063,2025-03-01,L
Z063,2025-03-02,
Z063,2025-03-03,L
Z063,2025-03-04,M
Z063,2025-03-05,M
Z063,2025-03-06,L
Z063,2025-03-07,
Z063,2025-03-08,M
Z063,2025-03-09,L
Z063,2025-03-10,L
Z063,2025-03-11,M
Z063,2025-03-12,L
Z063,2025-03-13,H
Z063,2025-03-14,M
Z063,2025-03-15,H
Z063,2025-03-16,M
Z063,2025-03-17,M
Z063,2025-03-18,
Z063,2025-03-19,L
Z063,2025-03-20,L
Z063,2025-03-21,L
Z063,2025-03-22,H
Z063,2025-03-23,M
Z063,2025-03-24,L
Z063,2025-03-25,L
Z063,2025-03-26,M
Z063,2025-03-27,L
Z063,2025-03-28,L
Z063,2025-03-29,L
Z063,2025-03-30,
Z063,2025-03-31,M
Z064,2025-01-01,M
Z064,2025-01-02,L
Z064,2025-01-03,
Z064,2025-01-04,M
Z064,2025-01-05,H
