zone_id,date,tourist_visits
Z053,2025-03-23,698.0
Z053,2025-03-24,
Z053,2025-03-25,723.0
Z053,2025-03-26,755.0
Z053,2025-03-27,368.0
Z053,2025-03-28,477.0
Z053,2025-03-29,
Z053,2025-03-30,494.0
Z053,2025-03-31,439.0
Z054,2025-01-01,46.0
Z054,2025-01-02,938.0
Z054,2025-01-03,377.0
Z054,2025-01-04,124.0
Z054,2025-01-05,511.0
Z054,2025-01-06,602.0
Z054,2025-01-07,279.0
Z054,2025-01-08,745.0
Z054,2025-01-09,288.0
Z054,2025-01-10,74.0
Z054,2025-01-11,296.0
Z054,2025-01-12,576.0
Z054,2025-01-13,68.0
Z054,2025-01-14,196.0
Z054,2025-01-15,46.0
Z054,2025-01-16,975.0
Z054,2025-01-17,883.0
Z054,2025-01-18,
Z054,2025-01-19,784.0
Z054,2025-01-20,886.0
Z054,2025-01-21,97.0
Z054,2025-01-22,237.0
Z054,2025-01-23,837.0
Z054,2025-01-24,766.0
Z054,2025-01-25,103.0
Z054,2025-01-26,871.0
Z054,2025-01-27,463.0
Z054,2025-01-28,537.0
Z054,2025-01-29,989.0
Z054,2025-01-30,199.0
Z054,2025-01-31,871.0
Z054,2025-02-01,530.0
Z054,2025-02-02,948.0
Z054,2025-02-03,441.0
Z054,2025-02-04,58.0
Z054,2025-02-05,67.0
Z054,2025-02-06,376.0
Z054,2025-02-07,268.0
Z054,2025-02-08,382.0
Z054,2025-02-09,
Z054,2025-02-10,564.0
Z054,2025-02-11,528.0
Z054,2025-02-12,571.0
Z054,2025-02-13,859.0
Z054,2025-02-14,817.0
Z054,2025-02-15,353.0
Z054,2025-02-16,852.0
Z054,2025-02-17,187.0
Z054,2025-02-18,312.0
Z054,2025-02-19,357.0
Z054,2025-02-20,239.0
Z054,2025-02-21,330.0
Z054,2025-02-22,362.0
Z054,2025-02-23,954.0
Z054,2025-02-24,744.0
Z054,2025-02-25,274.0
Z054,2025-02-26,470.0
Z054,2025-02-27,172.0
Z054,2025-02-28,295.0
Z054,2025-03-01,987.0
Z054,2025-03-02,82.0
Z054,2025-03-03,162.0
Z054,2025-03-04,26.0
Z054,2025-03-05,90.0
Z054,2025-03-06,211.0
Z054,2025-03-07,596.0
Z054,2025-03-08,559.0
Z054,2025-03-09,523.0
Z054,2025-03-10,946.0
Z054,2025-03-11,383.0
Z054,2025-03-12,279.0
Z054,2025-03-13,690.0
Z054,2025-03-14,440.0
Z054,2025-03-15,843.0
Z054,2025-03-16,918.0
Z054,2025-03-17,621.0
Z054,2025-03-18,102.0
Z054,2025-03-19,113.0
Z054,2025-03-20,446.0
Z054,2025-03-21,72.0
Z054,2025-03-22,829.0
Z054,2025-03-23,650.0
Z054,2025-03-24,308.0
Z054,2025-03-25,792.0
Z054,2025-03-26,423.0
Z054,2025-03-27,816.0
Z054,2025-03-28,790.0
Z054,2025-03-29,686.0
Z054,2025-03-30,123.0
Z054,2025-03-31,144.0
Z055,2025-01-01,496.0
Z055,2025-01-02,333.0
Z055,2025-01-03,801.0
Z055,2025-01-04,257.0
Z055,2025-01-05,653.0
Z055,2025-01-06,532.0
Z055,2025-01-07,973.0
Z055,2025-01-08,620.0
Z055,2025-01-09,195.0
Z055,2025-01-10,767.0
Z055,2025-01-11,175.0
Z055,2025-01-12,2.0
Z055,2025-01-13,791.0
Z055,2025-01-14,421.0
Z055,2025-01-15,27.0
Z055,2025-01-16,702.0
Z055,2025-01-17,487.0
Z055,2025-01-18,
Z055,2025-01-19,
Z055,2025-01-20,776.0
Z055,2025-01-21,453.0
Z055,2025-01-22,405.0
Z055,2025-01-23,748.0
Z055,2025-01-24,696.0
Z055,2025-01-25,42.0
Z055,2025-01-26,638.0
Z055,2025-01-27,366.0
Z055,2025-01-28,796.0
Z055,2025-01-29,11.0
Z055,2025-01-30,601.0
Z055,2025-01-31,268.0
Z055,2025-02-01,344.0
Z055,2025-02-02,558.0
Z055,2025-02-03,104.0
Z055,2025-02-04,9.0
Z055,2025-02-05,686.0
Z055,2025-02-06,734.0
Z055,2025-02-07,126.0
Z055,2025-02-08,265.0
Z055,2025-02-09,379.0
Z055,2025-02-10,348.0
Z055,2025-02-11,502.0
Z055,2025-02-12,984.0
Z055,2025-02-13,134.0
Z055,2025-02-14,669.0
Z055,2025-02-15,171.0
Z055,2025-02-16,208.0
Z055,2025-02-17,133.0
Z055,2025-02-18,848.0
Z055,2025-02-19,27.0
Z055,2025-02-20,110.0
Z055,2025-02-21,194.0
Z055,2025-02-22,449.0
Z055,2025-02-23,423.0
Z055,2025-02-24,114.0
Z055,2025-02-25,806.0
Z055,2025-02-26,950.0
Z055,2025-02-27,
Z055,2025-02-28,340.0
Z055,2025-03-01,572.0
Z055,2025-03-02,498.0
Z055,2025-03-03,231.0
Z055,2025-03-04,33.0
Z055,2025-03-05,411.0
Z055,2025-03-06,13.0
Z055,2025-03-07,662.0
Z055,2025-03-08,501.0
Z055,2025-03-09,402.0
Z055,2025-03-10,27.0
Z055,2025-03-11,673.0
Z055,2025-03-12,445.0
Z055,2025-03-13,673.0
Z055,2025-03-14,369.0
Z055,2025-03-15,996.0
Z055,2025-03-16,171.0
Z055,2025-03-17,495.0
Z055,2025-03-18,638.0
Z055,2025-03-19,958.0
Z055,2025-03-20,
Z055,2025-03-21,992.0
Z055,2025-03-22,535.0
Z055,2025-03-23,823.0
Z055,2025-03-24,109.0
Z055,2025-03-25,574.0
Z055,2025-03-26,491.0
Z055,2025-03-27,94.0
Z055,2025-03-28,409.0
Z055,2025-03-29,793.0
Z055,2025-03-30,
Z055,2025-03-31,581.0
Z056,2025-01-01,516.0
Z056,2025-01-02,545.0
Z056,2025-01-03,934.0
Z056,2025-01-04,499.0
Z056,2025-01-05,359.0
Z056,2025-01-06,543.0
Z056,2025-01-07,900.0
Z056,2025-01-08,585.0
Z056,2025-01-09,181.0
Z056,2025-01-10,177.0
Z056,2025-01-11,473.0
Z056,2025-01-12,
Z056,2025-01-13,980.0
Z056,2025-01-14,474.0
Z056,2025-01-15,
Z056,2025-01-16,300.0
Z056,2025-01-17,255.0
Z056,2025-01-18,147.0
Z056,2025-01-19,504.0
Z056,2025-01-20,17.0
Z056,2025-01-21,953.0
Z056,2025-01-22,717.0
Z056,2025-01-23,252.0
Z056,2025-01-24,700.0
Z056,2025-01-25,
Z056,2025-01-26,220.0
Z056,2025-01-27,202.0
Z056,2025-01-28,625.0
Z056,2025-01-29,622.0
Z056,2025-01-30,261.0
Z056,2025-01-31,606.0
Z056,2025-02-01,362.0
Z056,2025-02-02,232.0
Z056,2025-02-03,106.0
Z056,2025-02-04,688.0
Z056,2025-02-05,799.0
Z056,2025-02-06,611.0
Z056,2025-02-07,192.0
Z056,2025-02-08,35.0
Z056,2025-02-09,484.0
Z056,2025-02-10,245.0
Z056,2025-02-11,
Z056,2025-02-12,315.0
Z056,2025-02-13,776.0
Z056,2025-02-14,282.0
Z056,2025-02-15,
Z056,2025-02-16,798.0
Z056,2025-02-17,910.0
Z056,2025-02-18,756.0
Z056,2025-02-19,812.0
Z056,2025-02-20,46.0
Z056,2025-02-21,733.0
Z056,2025-02-22,71.0
Z056,2025-02-23,907.0
Z056,2025-02-24,250.0
Z056,2025-02-25,827.0
Z056,2025-02-26,87.0
Z056,2025-02-27,413.0
Z056,2025-02-28,402.0
Z056,2025-03-01,406.0
Z056,2025-03-02,887.0
Z056,2025-03-03,206.0
Z056,2025-03-04,107.0
Z056,2025-03-05,78.0
Z056,2025-03-06,257.0
Z056,2025-03-07,797.0
Z056,2025-03-08,288.0
Z056,2025-03-09,172.0
Z056,2025-03-10,281.0
Z056,2025-03-11,47.0
Z056,2025-03-12,648.0
Z056,2025-03-13,578.0
Z056,2025-03-14,129.0
Z056,2025-03-15,936.0
Z056,2025-03-16,715.0
Z056,2025-03-17,792.0
Z056,2025-03-18,
Z056,2025-03-19,198.0
Z056,2025-03-20,789.0
Z056,2025-03-21,76.0
Z056,2025-03-22,78.0
Z056,2025-03-23,378.0
Z056,2025-03-24,706.0
Z056,2025-03-25,413.0
Z056,2025-03-26,635.0
Z056,2025-03-27,925.0
Z056,2025-03-28,
Z056,2025-03-29,945.0
Z056,2025-03-30,985.0
Z056,2025-03-31,315.0
Z057,2025-01-01,387.0
Z057,2025-01-02,347.0
Z057,2025-01-03,768.0
Z057,2025-01-04,14.0
Z057,2025-01-05,
Z057,2025-01-06,582.0
Z057,2025-01-07,261.0
Z057,2025-01-08,861.0
Z057,2025-01-09,851.0
Z057,2025-01-10,844.0
Z057,2025-01-11,672.0
Z057,2025-01-12,909.0
Z057,2025-01-13,
Z057,2025-01-14,809.0
Z057,2025-01-15,925.0
Z057,2025-01-16,513.0
Z057,2025-01-17,897.0
Z057,2025-01-18,88.0
Z057,2025-01-19,
Z057,2025-01-20,541.0
Z057,2025-01-21,214.0
Z057,2025-01-22,93.0
Z057,2025-01-23,891.0
Z057,2025-01-24,141.0
Z057,2025-01-25,566.0
Z057,2025-01-26,562.0
Z057,2025-01-27,715.0
Z057,2025-01-28,28.0
Z057,2025-01-29,96.0
Z057,2025-01-30,279.0
Z057,2025-01-31,972.0
Z057,2025-02-01,645.0
Z057,2025-02-02,753.0
Z057,2025-02-03,
Z057,2025-02-04,267.0
Z057,2025-02-05,681.0
Z057,2025-02-06,754.0
Z057,2025-02-07,526.0
Z057,2025-02-08,151.0
Z057,2025-02-09,732.0
Z057,2025-02-10,896.0
Z057,2025-02-11,572.0
Z057,2025-02-12,929.0
Z057,2025-02-13,146.0
Z057,2025-02-14,167.0
Z057,2025-02-15,
Z057,2025-02-16,744.0
Z057,2025-02-17,627.0
Z057,2025-02-18,225.0
Z057,2025-02-19,312.0
Z057,2025-02-20,955.0
Z057,2025-02-21,270.0
Z057,2025-02-22,431.0
Z057,2025-02-23,913.0
Z057,2025-02-24,664.0
Z057,2025-02-25,940.0
Z057,2025-02-26,208.0
Z057,2025-02-27,698.0
Z057,2025-02-28,978.0
Z057,2025-03-01,
Z057,2025-03-02,923.0
Z057,2025-03-03,
Z057,2025-03-04,125.0
Z057,2025-03-05,173.0
Z057,2025-03-06,955.0
Z057,2025-03-07,261.0
Z057,2025-03-08,524.0
Z057,2025-03-09,129.0
Z057,2025-03-10,944.0
Z057,2025-03-11,69.0
Z057,2025-03-12,25.0
Z057,2025-03-13,915.0
Z057,2025-03-14,793.0
Z057,2025-03-15,761.0
Z057,2025-03-16,10.0
Z057,2025-03-17,248.0
Z057,2025-03-18,137.0
Z057,2025-03-19,551.0
Z057,2025-03-20,889.0
Z057,2025-03-21,439.0
Z057,2025-03-22,687.0
Z057,2025-03-23,620.0
Z057,2025-03-24,461.0
Z057,2025-03-25,858.0
Z057,2025-03-26,283.0
Z057,2025-03-27,532.0
Z057,2025-03-28,654.0
Z057,2025-03-29,26.0
Z057,2025-03-30,839.0
Z057,2025-03-31,960.0
Z058,2025-01-01,828.0
Z058,2025-01-02,39.0
Z058,2025-01-03,175.0
Z058,2025-01-04,726.0
Z058,2025-01-05,212.0
Z058,2025-01-06,676.0
Z058,2025-01-07,672.0
Z058,2025-01-08,399.0
Z058,2025-01-09,367.0
Z058,2025-01-10,
Z058,2025-01-11,625.0
Z058,2025-01-12,627.0
Z058,2025-01-13,38.0
Z058,2025-01-14,406.0
Z058,2025-01-15,185.0
Z058,2025-01-16,
Z058,2025-01-17,483.0
Z058,2025-01-18,247.0
Z058,2025-01-19,610.0
Z058,2025-01-20,492.0
Z058,2025-01-21,840.0
Z058,2025-01-22,844.0
Z058,2025-01-23,350.0
Z058,2025-01-24,363.0
Z058,2025-01-25,878.0
Z058,2025-01-26,102.0
Z058,2025-01-27,
Z058,2025-01-28,303.0
Z058,2025-01-29,460.0
Z058,2025-01-30,676.0
Z058,2025-01-31,
Z058,2025-02-01,318.0
Z058,2025-02-02,828.0
Z058,2025-02-03,968.0
Z058,2025-02-04,660.0
Z058,2025-02-05,433.0
Z058,2025-02-06,162.0
Z058,2025-02-07,893.0
Z058,2025-02-08,511.0
Z058,2025-02-09,500.0
Z058,2025-02-10,279.0
Z058,2025-02-11,458.0
Z058,2025-02-12,600.0
Z058,2025-02-13,924.0
Z058,2025-02-14,949.0
Z058,2025-02-15,891.0
Z058,2025-02-16,199.0
Z058,2025-02-17,51.0
Z058,2025-02-18,19.0
Z058,2025-02-19,733.0
Z058,2025-02-20,146.0
Z058,2025-02-21,169.0
Z058,2025-02-22,517.0
Z058,2025-02-23,993.0
Z058,2025-02-24,806.0
Z058,2025-02-25,156.0
Z058,2025-02-26,726.0
Z058,2025-02-27,545.0
Z058,2025-02-28,813.0
Z058,2025-03-01,836.0
Z058,2025-03-02,340.0
Z058,2025-03-03,117.0
Z058,2025-03-04,624.0
Z058,2025-03-05,549.0
Z058,2025-03-06,418.0
Z058,2025-03-07,316.0
Z058,2025-03-08,223.0
Z058,2025-03-09,254.0
Z058,2025-03-10,291.0
Z058,2025-03-11,511.0
Z058,2025-03-12,879.0
Z058,2025-03-13,944.0
Z058,2025-03-14,200.0
Z058,2025-03-15,800.0
Z058,2025-03-16,553.0
Z058,2025-03-17,345.0
Z058,2025-03-18,76.0
Z058,2025-03-19,783.0
Z058,2025-03-20,522.0
Z058,2025-03-21,558.0
Z058,2025-03-22,74.0
Z058,2025-03-23,252.0
Z058,2025-03-24,
Z058,2025-03-25,372.0
Z058,2025-03-26,23.0
Z058,2025-03-27,514.0
Z058,2025-03-28,478.0
Z058,2025-03-29,305.0
Z058,2025-03-30,283.0
Z058,2025-03-31,832.0
Z059,2025-01-01,243.0
Z059,2025-01-02,739.0
Z059,2025-01-03,412.0
Z059,2025-01-04,298.0
Z059,2025-01-05,931.0
Z059,2025-01-06,778.0
Z059,2025-01-07,510.0
Z059,2025-01-08,236.0
Z059,2025-01-09,
Z059,2025-01-10,
Z059,2025-01-11,270.0
Z059,2025-01-12,
Z059,2025-01-13,541.0
Z059,2025-01-14,591.0
Z059,2025-01-15,180.0
Z059,2025-01-16,66.0
Z059,2025-01-17,28.0
Z059,2025-01-18,183.0
Z059,2025-01-19,900.0
Z059,2025-01-20,371.0
Z059,2025-01-21,977.0
Z059,2025-01-22,564.0
Z059,2025-01-23,197.0
Z059,2025-01-24,96.0
Z059,2025-01-25,395.0
Z059,2025-01-26,46.0
Z059,2025-01-27,802.0
Z059,2025-01-28,999.0
Z059,2025-01-29,755.0
Z059,2025-01-30,917.0
Z059,2025-01-31,565.0
Z059,2025-02-01,125.0
Z059,2025-02-02,
Z059,2025-02-03,499.0
Z059,2025-02-04,582.0
Z059,2025-02-05,797.0
Z059,2025-02-06,791.0
Z059,2025-02-07,299.0
Z059,2025-02-08,205.0
Z059,2025-02-09,
Z059,2025-02-10,630.0
Z059,2025-02-11,645.0
Z059,2025-02-12,425.0
Z059,2025-02-13,379.0
Z059,2025-02-14,
Z059,2025-02-15,761.0
Z059,2025-02-16,444.0
Z059,2025-02-17,344.0
Z059,2025-02-18,763.0
Z059,2025-02-19,33.0
Z059,2025-02-20,704.0
Z059,2025-02-21,36.0
Z059,2025-02-22,507.0
Z059,2025-02-23,872.0
Z059,2025-02-24,335.0
Z059,2025-02-25,502.0
Z059,2025-02-26,476.0
Z059,2025-02-27,792.0
Z059,2025-02-28,422.0
Z059,2025-03-01,125.0
Z059,2025-03-02,915.0
Z059,2025-03-03,176.0
Z059,2025-03-04,856.0
Z059,2025-03-05,976.0
Z059,2025-03-06,739.0
Z059,2025-03-07,311.0
Z059,2025-03-08,69.0
Z059,2025-03-09,744.0
Z059,2025-03-10,551.0
Z059,2025-03-11,599.0
Z059,2025-03-12,573.0
Z059,2025-03-13,168.0
Z059,2025-03-14,221.0
Z059,2025-03-15,904.0
Z059,2025-03-16,103.0
Z059,2025-03-17,937.0
Z059,2025-03-18,680.0
Z059,2025-03-19,921.0
Z059,2025-03-20,612.0
Z059,2025-03-21,681.0
Z059,2025-03-22,623.0
Z059,2025-03-23,480.0
Z059,2025-03-24,656.0
Z059,2025-03-25,829.0
Z059,2025-03-26,859.0
Z059,2025-03-27,735.0
Z059,2025-03-28,758.0
Z059,2025-03-29,806.0
Z059,2025-03-30,521.0
Z059,2025-03-31,157.0
Z060,2025-01-01,
Z060,2025-01-02,812.0
Z060,2025-01-03,211.0
Z060,2025-01-04,963.0
Z060,2025-01-05,267.0
Z060,2025-01-06,190.0
Z060,2025-01-07,604.0
Z060,2025-01-08,982.0
Z060,2025-01-09,160.0
Z060,2025-01-10,271.0
Z060,2025-01-11,794.0
Z060,2025-01-12,116.0
Z060,2025-01-13,749.0
Z060,2025-01-14,557.0
Z060,2025-01-15,531.0
Z060,2025-01-16,
Z060,2025-01-17,38.0
Z060,2025-01-18,224.0
Z060,2025-01-19,425.0
Z060,2025-01-20,377.0
Z060,2025-01-21,783.0
Z060,2025-01-22,148.0
Z060,2025-01-23,923.0
Z060,2025-01-24,
Z060,2025-01-25,
Z060,2025-01-26,235.0
Z060,2025-01-27,806.0
Z060,2025-01-28,340.0
Z060,2025-01-29,92.0
Z060,2025-01-30,791.0
Z060,2025-01-31,286.0
Z060,2025-02-01,795.0
Z060,2025-02-02,137.0
Z060,2025-02-03,425.0
Z060,2025-02-04,808.0
Z060,2025-02-05,869.0
Z060,2025-02-06,620.0
Z060,2025-02-07,128.0
Z060,2025-02-08,630.0
Z060,2025-02-09,464.0
Z060,2025-02-10,433.0
Z060,2025-02-11,797.0
Z060,2025-02-12,994.0
Z060,2025-02-13,170.0
Z060,2025-02-14,758.0
Z060,2025-02-15,848.0
Z060,2025-02-16,110.0
Z060,2025-02-17,613.0
Z060,2025-02-18,419.0
Z060,2025-02-19,668.0
Z060,2025-02-20,307.0
Z060,2025-02-21,191.0
Z060,2025-02-22,
Z060,2025-02-23,710.0
Z060,2025-02-24,36.0
Z060,2025-02-25,429.0
Z060,2025-02-26,631.0
Z060,2025-02-27,572.0
Z060,2025-02-28,887.0
Z060,2025-03-01,365.0
Z060,2025-03-02,635.0
Z060,2025-03-03,317.0
Z060,2025-03-04,320.0
Z060,2025-03-05,655.0
Z060,2025-03-06,164.0
Z060,2025-03-07,750.0
Z060,2025-03-08,115.0
Z060,2025-03-09,181.0
Z060,2025-03-10,518.0
Z060,2025-03-11,804.0
Z060,2025-03-12,420.0
Z060,2025-03-13,104.0
Z060,2025-03-14,615.0
Z060,2025-03-15,295.0
Z060,2025-03-16,559.0
Z060,2025-03-17,740.0
Z060,2025-03-18,880.0
Z060,2025-03-19,761.0
Z060,2025-03-20,7.0
Z060,2025-03-21,657.0
Z060,2025-03-22,
Z060,2025-03-23,717.0
Z060,2025-03-24,219.0
Z060,2025-03-25,
Z060,2025-03-26,402.0
Z060,2025-03-27,818.0
Z060,2025-03-28,210.0
Z060,2025-03-29,171.0
Z060,2025-03-30,388.0
Z060,2025-03-31,830.0
Z061,2025-01-01,91.0
Z061,2025-01-02,445.0
Z061,2025-01-03,476.0
Z061,2025-01-04,461.0
Z061,2025-01-05,191.0
Z061,2025-01-06,935.0
Z061,2025-01-07,624.0
Z061,2025-01-08,
Z061,2025-01-09,571.0
Z061,2025-01-10,791.0
Z061,2025-01-11,682.0
Z061,2025-01-12,
Z061,2025-01-13,485.0
Z061,2025-01-14,155.0
Z061,2025-01-15,
Z061,2025-01-16,974.0
Z061,2025-01-17,569.0
Z061,2025-01-18,26.0
Z061,2025-01-19,960.0
Z061,2025-01-20,
Z061,2025-01-21,37.0
Z061,2025-01-22,847.0
Z061,2025-01-23,238.0
Z061,2025-01-24,688.0
Z061,2025-01-25,896.0
Z061,2025-01-26,83.0
Z061,2025-01-27,969.0
Z061,2025-01-28,402.0
Z061,2025-01-29,322.0
Z061,2025-01-30,15.0
Z061,2025-01-31,778.0
Z061,2025-02-01,134.0
Z061,2025-02-02,553.0
Z061,2025-02-03,
Z061,2025-02-04,971.0
Z061,2025-02-05,480.0
Z061,2025-02-06,65.0
Z061,2025-02-07,326.0
Z061,2025-02-08,558.0
Z061,2025-02-09,845.0
Z061,2025-02-10,687.0
Z061,2025-02-11,804.0
Z061,2025-02-12,125.0
Z061,2025-02-13,201.0
Z061,2025-02-14,857.0
Z061,2025-02-15,25.0
Z061,2025-02-16,39.0
Z061,2025-02-17,245.0
Z061,2025-02-18,845.0
Z061,2025-02-19,38.0
Z061,2025-02-20,343.0
Z061,2025-02-21,190.0
Z061,2025-02-22,318.0
Z061,2025-02-23,59.0
Z061,2025-02-24,
Z061,2025-02-25,231.0
Z061,2025-02-26,625.0
Z061,2025-02-27,377.0
Z061,2025-02-28,843.0
Z061,2025-03-01,26.0
Z061,2025-03-02,837.0
Z061,2025-03-03,155.0
Z061,2025-03-04,662.0
Z061,2025-03-05,545.0
Z061,2025-03-06,93.0
Z061,2025-03-07,162.0
Z061,2025-03-08,432.0
Z061,2025-03-09,976.0
Z061,2025-03-10,187.0
Z061,2025-03-11,815.0
Z061,2025-03-12,39.0
Z061,2025-03-13,472.0
Z061,2025-03-14,827.0
Z061,2025-03-15,485.0
Z061,2025-03-16,987.0
Z061,2025-03-17,734.0
Z061,2025-03-18,
Z061,2025-03-19,826.0
Z061,2025-03-20,258.0
Z061,2025-03-21,58.0
Z061,2025-03-22,783.0
Z061,2025-03-23,753.0
Z061,2025-03-24,
Z061,2025-03-25,
Z061,2025-03-26,519.0
Z061,2025-03-27,593.0
Z061,2025-03-28,922.0
Z061,2025-03-29,781.0
Z061,2025-03-30,521.0
Z061,2025-03-31,135.0
Z062,2025-01-01,67.0
Z062,2025-01-02,129.0
Z062,2025-01-03,114.0
Z062,2025-01-04,686.0
Z062,2025-01-05,539.0
Z062,2025-01-06,520.0
Z062,2025-01-07,34.0
Z062,2025-01-08,695.0
Z062,2025-01-09,531.0
Z062,2025-01-10,370.0
Z062,2025-01-11,572.0
Z062,2025-01-12,494.0
Z062,2025-01-13,557.0
Z062,2025-01-14,537.0
Z062,2025-01-15,
Z062,2025-01-16,101.0
Z062,2025-01-17,616.0
Z062,2025-01-18,865.0
Z062,2025-01-19,231.0
Z062,2025-01-20,
Z062,2025-01-21,61.0
Z062,2025-01-22,950.0
Z062,2025-01-23,951.0
Z062,2025-01-24,174.0
Z062,2025-01-25,571.0
Z062,2025-01-26,321.0
Z062,2025-01-27,789.0
Z062,2025-01-28,790.0
Z062,2025-01-29,317.0
Z062,2025-01-30,114.0
Z062,2025-01-31,779.0
Z062,2025-02-01,779.0
Z062,2025-02-02,247.0
Z062,2025-02-03,260.0
Z062,2025-02-04,985.0
Z062,2025-02-05,623.0
Z062,2025-02-06,819.0
Z062,2025-02-07,565.0
Z062,2025-02-08,661.0
Z062,2025-02-09,957.0
Z062,2025-02-10,680.0
Z062,2025-02-11,109.0
Z062,2025-02-12,157.0
Z062,2025-02-13,214.0
Z062,2025-02-14,719.0
Z062,2025-02-15,
Z062,2025-02-16,839.0
Z062,2025-02-17,680.0
Z062,2025-02-18,831.0
Z062,2025-02-19,613.0
Z062,2025-02-20,780.0
Z062,2025-02-21,
Z062,2025-02-22,353.0
Z062,2025-02-23,628.0
Z062,2025-02-24,750.0
Z062,2025-02-25,271.0
Z062,2025-02-26,504.0
Z062,2025-02-27,747.0
Z062,2025-02-28,144.0
Z062,2025-03-01,829.0
Z062,2025-03-02,789.0
Z062,2025-03-03,680.0
Z062,2025-03-04,882.0
Z062,2025-03-05,725.0
Z062,2025-03-06,
Z062,2025-03-07,215.0
Z062,2025-03-08,791.0
Z062,2025-03-09,674.0
Z062,2025-03-10,
Z062,2025-03-11,865.0
Z062,2025-03-12,304.0
Z062,2025-03-13,508.0
Z062,2025-03-14,638.0
Z062,2025-03-15,745.0
Z062,2025-03-16,370.0
Z062,2025-03-17,66.0
Z062,2025-03-18,213.0
Z062,2025-03-19,291.0
Z062,2025-03-20,179.0
Z062,2025-03-21,510.0
Z062,2025-03-22,
Z062,2025-03-23,77.0
Z062,2025-03-24,481.0
Z062,2025-03-25,822.0
Z062,2025-03-26,833.0
Z062,2025-03-27,692.0
Z062,2025-03-28,752.0
Z062,2025-03-29,667.0
Z062,2025-03-30,845.0
Z062,2025-03-31,163.0
Z063,2025-01-01,677.0
Z063,2025-01-02,552.0
Z063,2025-01-03,812.0
Z063,2025-01-04,
Z063,2025-01-05,785.0
Z063,2025-01-06,377.0
Z063,2025-01-07,53.0
Z063,2025-01-08,169.0
Z063,2025-01-09,427.0
Z063,2025-01-10,505.0
Z063,2025-01-11,803.0
Z063,2025-01-12,93.0
Z063,2025-01-13,536.0
Z063,2025-01-14,
Z063,2025-01-15,478.0
Z063,2025-01-16,935.0
Z063,2025-01-17,981.0
Z063,2025-01-18,99.0
Z063,2025-01-19,664.0
Z063,2025-01-20,148.0
Z063,2025-01-21,486.0
Z063,2025-01-22,341.0
Z063,2025-01-23,333.0
Z063,2025-01-24,
Z063,2025-01-25,937.0
Z063,2025-01-26,72.0
Z063,2025-01-27,852.0
Z063,2025-01-28,725.0
Z063,2025-01-29,138.0
Z063,2025-01-30,
Z063,2025-01-31,
Z063,2025-02-01,
Z063,2025-02-02,16.0
Z063,2025-02-03,216.0
Z063,2025-02-04,444.0
Z063,2025-02-05,23.0
Z063,2025-02-06,
Z063,2025-02-07,773.0
Z063,2025-02-08,517.0
Z063,2025-02-09,754.0
Z063,2025-02-10,792.0
Z063,2025-02-11,659.0
Z063,2025-02-12,
Z063,2025-02-13,786.0
Z063,2025-02-14,290.0
Z063,2025-02-15,292.0
Z063,2025-02-16,984.0
Z063,2025-02-17,
Z063,2025-02-18,651.0
Z063,2025-02-19,206.0
Z063,2025-02-20,412.0
Z063,2025-02-21,887.0
Z063,2025-02-22,602.0
Z063,2025-02-23,617.0
Z063,2025-02-24,300.0
Z063,2025-02-25,412.0
Z063,2025-02-26,355.0
Z063,2025-02-27,609.0
Z063,2025-02-28,308.0
Z063,2025-03-01,413.0
Z063,2025-03-02,428.0
Z063,2025-03-03,87.0
Z063,2025-03-04,360.0
Z063,2025-03-05,376.0
Z063,2025-03-06,553.0
Z063,2025-03-07,42.0
Z063,2025-03-08,270.0
Z063,2025-03-09,926.0
Z063,2025-03-10,545.0
Z063,2025-03-11,528.0
Z063,2025-03-12,1.0
Z063,2025-03-13,863.0
Z063,2025-03-14,715.0
Z063,2025-03-15,631.0
Z063,2025-03-16,940.0
Z063,2025-03-17,314.0
Z063,2025-03-18,549.0
Z063,2025-03-19,55.0
Z063,2025-03-20,885.0
Z063,2025-03-21,269.0
Z063,2025-03-22,614.0
Z063,2025-03-23,799.0
Z063,2025-03-24,8.0
Z063,2025-03-25,896.0
Z063,2025-03-26,407.0
Z063,2025-03-27,471.0
Z063,2025-03-28,533.0
Z063,2025-03-29,
Z063,2025-03-30,218.0
Z063,2025-03-31,899.0
Z064,2025-01-01,664.0
Z064,2025-01-02,36.0
Z064,2025-01-03,7.0
Z064,2025-01-04,565.0
Z064,2025-01-05,886.0
Z064,2025-01-06,917.0
Z064,2025-01-07,
Z064,2025-01-08,874.0
Z064,2025-01-09,425.0
Z064,2025-01-10,696.0
Z064,2025-01-11,263.0
Z064,2025-01-12,391.0
Z064,2025-01-13,151.0
Z064,2025-01-14,618.0
Z064,2025-01-15,702.0
Z064,2025-01-16,342.0
Z064,2025-01-17,845.0
Z064,2025-01-18,69.0
Z064,2025-01-19,788.0
Z064,2025-01-20,305.0
Z064,2025-01-21,467.0
Z064,2025-01-22,957.0
Z064,2025-01-23,
Z064,2025-01-24,586.0
Z064,2025-01-25,669.0
Z064,2025-01-26,483.0
Z064,2025-01-27,9.0
Z064,2025-01-28,
Z064,2025-01-29,330.0
Z064,2025-01-30,
Z064,2025-01-31,
Z064,2025-02-01,260.0
Z064,2025-02-02,300.0
Z064,2025-02-03,826.0
Z064,2025-02-04,868.0
Z064,2025-02-05,192.0
Z064,2025-02-06,400.0
