zone_id,date,bike_availability
Z051,2025-03-05,105.0
Z051,2025-03-06,99.0
Z051,2025-03-07,168.0
Z051,2025-03-08,125.0
Z051,2025-03-09,28.0
Z051,2025-03-10,169.0
Z051,2025-03-11,160.0
Z051,2025-03-12,
Z051,2025-03-13,28.0
Z051,2025-03-14,93.0
Z051,2025-03-15,58.0
Z051,2025-03-16,69.0
Z051,2025-03-17,109.0
Z051,2025-03-18,
Z051,2025-03-19,128.0
Z051,2025-03-20,112.0
Z051,2025-03-21,23.0
Z051,2025-03-22,130.0
Z051,2025-03-23,54.0
Z051,2025-03-24,42.0
Z051,2025-03-25,31.0
Z051,2025-03-26,13.0
Z051,2025-03-27,100.0
Z051,2025-03-28,109.0
Z051,2025-03-29,94.0
Z051,2025-03-30,
Z051,2025-03-31,116.0
Z052,2025-01-01,9.0
Z052,2025-01-02,189.0
Z052,2025-01-03,20.0
Z052,2025-01-04,
Z052,2025-01-05,199.0
Z052,2025-01-06,60.0
Z052,2025-01-07,33.0
Z052,2025-01-08,45.0
Z052,2025-01-09,194.0
Z052,2025-01-10,199.0
Z052,2025-01-11,89.0
Z052,2025-01-12,0.0
Z052,2025-01-13,74.0
Z052,2025-01-14,
Z052,2025-01-15,27.0
Z052,2025-01-16,194.0
Z052,2025-01-17,54.0
Z052,2025-01-18,
Z052,2025-01-19,161.0
Z052,2025-01-20,6.0
Z052,2025-01-21,
Z052,2025-01-22,107.0
Z052,2025-01-23,79.0
Z052,2025-01-24,156.0
Z052,2025-01-25,151.0
Z052,2025-01-26,185.0
Z052,2025-01-27,30.0
Z052,2025-01-28,174.0
Z052,2025-01-29,29.0
Z052,2025-01-30,109.0
Z052,2025-01-31,17.0
Z052,2025-02-01,8.0
Z052,2025-02-02,
Z052,2025-02-03,
Z052,2025-02-04,198.0
Z052,2025-02-05,93.0
Z052,2025-02-06,133.0
Z052,2025-02-07,129.0
Z052,2025-02-08,
Z052,2025-02-09,187.0
Z052,2025-02-10,105.0
Z052,2025-02-11,58.0
Z052,2025-02-12,148.0
Z052,2025-02-13,12.0
Z052,2025-02-14,112.0
Z052,2025-02-15,144.0
Z052,2025-02-16,80.0
Z052,2025-02-17,114.0
Z052,2025-02-18,115.0
Z052,2025-02-19,120.0
Z052,2025-02-20,40.0
Z052,2025-02-21,7.0
Z052,2025-02-22,110.0
Z052,2025-02-23,141.0
Z052,2025-02-24,124.0
Z052,2025-02-25,159.0
Z052,2025-02-26,21.0
Z052,2025-02-27,111.0
Z052,2025-02-28,70.0
Z052,2025-03-01,19.0
Z052,2025-03-02,161.0
Z052,2025-03-03,82.0
Z052,2025-03-04,93.0
Z052,2025-03-05,188.0
Z052,2025-03-06,55.0
Z052,2025-03-07,52.0
Z052,2025-03-08,47.0
Z052,2025-03-09,48.0
Z052,2025-03-10,17.0
Z052,2025-03-11,97.0
Z052,2025-03-12,101.0
Z052,2025-03-13,145.0
Z052,2025-03-14,135.0
Z052,2025-03-15,54.0
Z052,2025-03-16,138.0
Z052,2025-03-17,66.0
Z052,2025-03-18,57.0
Z052,2025-03-19,7.0
Z052,2025-03-20,80.0
Z052,2025-03-21,165.0
Z052,2025-03-22,97.0
Z052,2025-03-23,10.0
Z052,2025-03-24,7.0
Z052,2025-03-25,179.0
Z052,2025-03-26,185.0
Z052,2025-03-27,16.0
Z052,2025-03-28,25.0
Z052,2025-03-29,11.0
Z052,2025-03-30,125.0
Z052,2025-03-31,17.0
Z053,2025-01-01,196.0
Z053,2025-01-02,146.0
Z053,2025-01-03,104.0
Z053,2025-01-04,121.0
Z053,2025-01-05,14.0
Z053,2025-01-06,70.0
Z053,2025-01-07,144.0
Z053,2025-01-08,192.0
Z053,2025-01-09,
Z053,2025-01-10,36.0
Z053,2025-01-11,166.0
Z053,2025-01-12,
Z053,2025-01-13,77.0
Z053,2025-01-14,127.0
Z053,2025-01-15,69.0
Z053,2025-01-16,85.0
Z053,2025-01-17,181.0
Z053,2025-01-18,191.0
Z053,2025-01-19,162.0
Z053,2025-01-20,36.0
Z053,2025-01-21,152.0
Z053,2025-01-22,67.0
Z053,2025-01-23,130.0
Z053,2025-01-24,73.0
Z053,2025-01-25,192.0
Z053,2025-01-26,121.0
Z053,2025-01-27,36.0
Z053,2025-01-28,
Z053,2025-01-29,130.0
Z053,2025-01-30,155.0
Z053,2025-01-31,192.0
Z053,2025-02-01,86.0
Z053,2025-02-02,146.0
Z053,2025-02-03,165.0
Z053,2025-02-04,160.0
Z053,2025-02-05,198.0
Z053,2025-02-06,23.0
Z053,2025-02-07,100.0
Z053,2025-02-08,180.0
Z053,2025-02-09,184.0
Z053,2025-02-10,199.0
Z053,2025-02-11,78.0
Z053,2025-02-12,
Z053,2025-02-13,64.0
Z053,2025-02-14,182.0
Z053,2025-02-15,45.0
Z053,2025-02-16,146.0
Z053,2025-02-17,122.0
Z053,2025-02-18,3.0
Z053,2025-02-19,186.0
Z053,2025-02-20,187.0
Z053,2025-02-21,197.0
Z053,2025-02-22,63.0
Z053,2025-02-23,108.0
Z053,2025-02-24,160.0
Z053,2025-02-25,187.0
Z053,2025-02-26,147.0
Z053,2025-02-27,151.0
Z053,2025-02-28,55.0
Z053,2025-03-01,15.0
Z053,2025-03-02,166.0
Z053,2025-03-03,51.0
Z053,2025-03-04,137.0
Z053,2025-03-05,
Z053,2025-03-06,181.0
Z053,2025-03-07,36.0
Z053,2025-03-08,26.0
Z053,2025-03-09,47.0
Z053,2025-03-10,56.0
Z053,2025-03-11,81.0
Z053,2025-03-12,5.0
Z053,2025-03-13,37.0
Z053,2025-03-14,19.0
Z053,2025-03-15,96.0
Z053,2025-03-16,18.0
Z053,2025-03-17,34.0
Z053,2025-03-18,53.0
Z053,2025-03-19,153.0
Z053,2025-03-20,54.0
Z053,2025-03-21,159.0
Z053,2025-03-22,177.0
Z053,2025-03-23,69.0
Z053,2025-03-24,29.0
Z053,2025-03-25,187.0
Z053,2025-03-26,22.0
Z053,2025-03-27,135.0
Z053,2025-03-28,63.0
Z053,2025-03-29,54.0
Z053,2025-03-30,172.0
Z053,2025-03-31,54.0
Z054,2025-01-01,
Z054,2025-01-02,179.0
Z054,2025-01-03,79.0
Z054,2025-01-04,195.0
Z054,2025-01-05,51.0
Z054,2025-01-06,
Z054,2025-01-07,194.0
Z054,2025-01-08,44.0
Z054,2025-01-09,
Z054,2025-01-10,125.0
Z054,2025-01-11,84.0
Z054,2025-01-12,47.0
Z054,2025-01-13,164.0
Z054,2025-01-14,122.0
Z054,2025-01-15,174.0
Z054,2025-01-16,8.0
Z054,2025-01-17,107.0
Z054,2025-01-18,122.0
Z054,2025-01-19,179.0
Z054,2025-01-20,58.0
Z054,2025-01-21,78.0
Z054,2025-01-22,48.0
Z054,2025-01-23,83.0
Z054,2025-01-24,35.0
Z054,2025-01-25,109.0
Z054,2025-01-26,93.0
Z054,2025-01-27,24.0
Z054,2025-01-28,126.0
Z054,2025-01-29,83.0
Z054,2025-01-30,
Z054,2025-01-31,165.0
Z054,2025-02-01,27.0
Z054,2025-02-02,61.0
Z054,2025-02-03,68.0
Z054,2025-02-04,115.0
Z054,2025-02-05,58.0
Z054,2025-02-06,16.0
Z054,2025-02-07,57.0
Z054,2025-02-08,73.0
Z054,2025-02-09,141.0
Z054,2025-02-10,87.0
Z054,2025-02-11,14.0
Z054,2025-02-12,70.0
Z054,2025-02-13,130.0
Z054,2025-02-14,84.0
Z054,2025-02-15,24.0
Z054,2025-02-16,31.0
Z054,2025-02-17,80.0
Z054,2025-02-18,117.0
Z054,2025-02-19,22.0
Z054,2025-02-20,131.0
Z054,2025-02-21,71.0
Z054,2025-02-22,197.0
Z054,2025-02-23,143.0
Z054,2025-02-24,
Z054,2025-02-25,9.0
Z054,2025-02-26,52.0
Z054,2025-02-27,193.0
Z054,2025-02-28,20.0
Z054,2025-03-01,85.0
Z054,2025-03-02,140.0
Z054,2025-03-03,
Z054,2025-03-04,176.0
Z054,2025-03-05,62.0
Z054,2025-03-06,61.0
Z054,2025-03-07,68.0
Z054,2025-03-08,166.0
Z054,2025-03-09,57.0
Z054,2025-03-10,
Z054,2025-03-11,
Z054,2025-03-12,57.0
Z054,2025-03-13,34.0
Z054,2025-03-14,53.0
Z054,2025-03-15,72.0
Z054,2025-03-16,173.0
Z054,2025-03-17,23.0
Z054,2025-03-18,150.0
Z054,2025-03-19,81.0
Z054,2025-03-20,99.0
Z054,2025-03-21,165.0
Z054,2025-03-22,186.0
Z054,2025-03-23,18.0
Z054,2025-03-24,0.0
Z054,2025-03-25,134.0
Z054,2025-03-26,71.0
Z054,2025-03-27,14.0
Z054,2025-03-28,165.0
Z054,2025-03-29,158.0
Z054,2025-03-30,70.0
Z054,2025-03-31,180.0
Z055,2025-01-01,14.0
Z055,2025-01-02,10.0
Z055,2025-01-03,130.0
Z055,2025-01-04,198.0
Z055,2025-01-05,141.0
Z055,2025-01-06,95.0
Z055,2025-01-07,156.0
Z055,2025-01-08,2.0
Z055,2025-01-09,17.0
Z055,2025-01-10,149.0
Z055,2025-01-11,119.0
Z055,2025-01-12,70.0
Z055,2025-01-13,146.0
Z055,2025-01-14,119.0
Z055,2025-01-15,48.0
Z055,2025-01-16,9.0
Z055,2025-01-17,156.0
Z055,2025-01-18,125.0
Z055,2025-01-19,94.0
Z055,2025-01-20,189.0
Z055,2025-01-21,25.0
Z055,2025-01-22,89.0
Z055,2025-01-23,178.0
Z055,2025-01-24,137.0
Z055,2025-01-25,
Z055,2025-01-26,145.0
Z055,2025-01-27,199.0
Z055,2025-01-28,197.0
Z055,2025-01-29,185.0
Z055,2025-01-30,175.0
Z055,2025-01-31,
Z055,2025-02-01,86.0
Z055,2025-02-02,104.0
Z055,2025-02-03,43.0
Z055,2025-02-04,
Z055,2025-02-05,63.0
Z055,2025-02-06,196.0
Z055,2025-02-07,64.0
Z055,2025-02-08,141.0
Z055,2025-02-09,107.0
Z055,2025-02-10,42.0
Z055,2025-02-11,185.0
Z055,2025-02-12,117.0
Z055,2025-02-13,100.0
Z055,2025-02-14,70.0
Z055,2025-02-15,147.0
Z055,2025-02-16,190.0
Z055,2025-02-17,160.0
Z055,2025-02-18,86.0
Z055,2025-02-19,124.0
Z055,2025-02-20,109.0
Z055,2025-02-21,44.0
Z055,2025-02-22,119.0
Z055,2025-02-23,132.0
Z055,2025-02-24,134.0
Z055,2025-02-25,68.0
Z055,2025-02-26,138.0
Z055,2025-02-27,22.0
Z055,2025-02-28,81.0
Z055,2025-03-01,151.0
Z055,2025-03-02,152.0
Z055,2025-03-03,77.0
Z055,2025-03-04,64.0
Z055,2025-03-05,127.0
Z055,2025-03-06,40.0
Z055,2025-03-07,180.0
Z055,2025-03-08,142.0
Z055,2025-03-09,112.0
Z055,2025-03-10,76.0
Z055,2025-03-11,158.0
Z055,2025-03-12,147.0
Z055,2025-03-13,121.0
Z055,2025-03-14,146.0
Z055,2025-03-15,101.0
Z055,2025-03-16,105.0
Z055,2025-03-17,119.0
Z055,2025-03-18,16.0
Z055,2025-03-19,29.0
Z055,2025-03-20,113.0
Z055,2025-03-21,175.0
Z055,2025-03-22,85.0
Z055,2025-03-23,27.0
Z055,2025-03-24,78.0
Z055,2025-03-25,49.0
Z055,2025-03-26,114.0
Z055,2025-03-27,7.0
Z055,2025-03-28,95.0
Z055,2025-03-29,151.0
Z055,2025-03-30,104.0
Z055,2025-03-31,1.0
Z056,2025-01-01,137.0
Z056,2025-01-02,4.0
Z056,2025-01-03,91.0
Z056,2025-01-04,151.0
Z056,2025-01-05,63.0
Z056,2025-01-06,56.0
Z056,2025-01-07,157.0
Z056,2025-01-08,190.0
Z056,2025-01-09,62.0
Z056,2025-01-10,118.0
Z056,2025-01-11,0.0
Z056,2025-01-12,135.0
Z056,2025-01-13,28.0
Z056,2025-01-14,178.0
Z056,2025-01-15,170.0
Z056,2025-01-16,197.0
Z056,2025-01-17,178.0
Z056,2025-01-18,92.0
Z056,2025-01-19,11.0
Z056,2025-01-20,38.0
Z056,2025-01-21,74.0
Z056,2025-01-22,46.0
Z056,2025-01-23,187.0
Z056,2025-01-24,165.0
Z056,2025-01-25,142.0
Z056,2025-01-26,13.0
Z056,2025-01-27,55.0
Z056,2025-01-28,61.0
Z056,2025-01-29,132.0
Z056,2025-01-30,20.0
Z056,2025-01-31,25.0
Z056,2025-02-01,177.0
Z056,2025-02-02,109.0
Z056,2025-02-03,46.0
Z056,2025-02-04,103.0
Z056,2025-02-05,152.0
Z056,2025-02-06,22.0
Z056,2025-02-07,
Z056,2025-02-08,79.0
Z056,2025-02-09,120.0
Z056,2025-02-10,11.0
Z056,2025-02-11,196.0
Z056,2025-02-12,170.0
Z056,2025-02-13,15.0
Z056,2025-02-14,11.0
Z056,2025-02-15,151.0
Z056,2025-02-16,27.0
Z056,2025-02-17,137.0
Z056,2025-02-18,125.0
Z056,2025-02-19,50.0
Z056,2025-02-20,151.0
Z056,2025-02-21,195.0
Z056,2025-02-22,174.0
Z056,2025-02-23,28.0
Z056,2025-02-24,157.0
Z056,2025-02-25,38.0
Z056,2025-02-26,72.0
Z056,2025-02-27,159.0
Z056,2025-02-28,5.0
Z056,2025-03-01,95.0
Z056,2025-03-02,141.0
Z056,2025-03-03,79.0
Z056,2025-03-04,86.0
Z056,2025-03-05,20.0
Z056,2025-03-06,116.0
Z056,2025-03-07,125.0
Z056,2025-03-08,3.0
Z056,2025-03-09,154.0
Z056,2025-03-10,67.0
Z056,2025-03-11,78.0
Z056,2025-03-12,178.0
Z056,2025-03-13,169.0
Z056,2025-03-14,
Z056,2025-03-15,61.0
Z056,2025-03-16,192.0
Z056,2025-03-17,31.0
Z056,2025-03-18,192.0
Z056,2025-03-19,119.0
Z056,2025-03-20,22.0
Z056,2025-03-21,22.0
Z056,2025-03-22,3.0
Z056,2025-03-23,13.0
Z056,2025-03-24,177.0
Z056,2025-03-25,130.0
Z056,2025-03-26,95.0
Z056,2025-03-27,167.0
Z056,2025-03-28,160.0
Z056,2025-03-29,96.0
Z056,2025-03-30,78.0
Z056,2025-03-31,92.0
Z057,2025-01-01,78.0
Z057,2025-01-02,188.0
Z057,2025-01-03,3.0
Z057,2025-01-04,83.0
Z057,2025-01-05,196.0
Z057,2025-01-06,31.0
Z057,2025-01-07,116.0
Z057,2025-01-08,86.0
Z057,2025-01-09,87.0
Z057,2025-01-10,88.0
Z057,2025-01-11,
Z057,2025-01-12,3.0
Z057,2025-01-13,99.0
Z057,2025-01-14,182.0
Z057,2025-01-15,
Z057,2025-01-16,
Z057,2025-01-17,165.0
Z057,2025-01-18,177.0
Z057,2025-01-19,120.0
Z057,2025-01-20,159.0
Z057,2025-01-21,27.0
Z057,2025-01-22,61.0
Z057,2025-01-23,0.0
Z057,2025-01-24,153.0
Z057,2025-01-25,169.0
Z057,2025-01-26,105.0
Z057,2025-01-27,25.0
Z057,2025-01-28,42.0
Z057,2025-01-29,129.0
Z057,2025-01-30,
Z057,2025-01-31,121.0
Z057,2025-02-01,197.0
Z057,2025-02-02,73.0
Z057,2025-02-03,196.0
Z057,2025-02-04,52.0
Z057,2025-02-05,152.0
Z057,2025-02-06,66.0
Z057,2025-02-07,170.0
Z057,2025-02-08,50.0
Z057,2025-02-09,33.0
Z057,2025-02-10,82.0
Z057,2025-02-11,96.0
Z057,2025-02-12,128.0
Z057,2025-02-13,187.0
Z057,2025-02-14,93.0
Z057,2025-02-15,130.0
Z057,2025-02-16,
Z057,2025-02-17,18.0
Z057,2025-02-18,38.0
Z057,2025-02-19,195.0
Z057,2025-02-20,56.0
Z057,2025-02-21,170.0
Z057,2025-02-22,75.0
Z057,2025-02-23,149.0
Z057,2025-02-24,195.0
Z057,2025-02-25,
Z057,2025-02-26,167.0
Z057,2025-02-27,188.0
Z057,2025-02-28,100.0
Z057,2025-03-01,43.0
Z057,2025-03-02,181.0
Z057,2025-03-03,67.0
Z057,2025-03-04,32.0
Z057,2025-03-05,197.0
Z057,2025-03-06,192.0
Z057,2025-03-07,34.0
Z057,2025-03-08,63.0
Z057,2025-03-09,165.0
Z057,2025-03-10,146.0
Z057,2025-03-11,
Z057,2025-03-12,121.0
Z057,2025-03-13,109.0
Z057,2025-03-14,53.0
Z057,2025-03-15,25.0
Z057,2025-03-16,10.0
Z057,2025-03-17,189.0
Z057,2025-03-18,189.0
Z057,2025-03-19,122.0
Z057,2025-03-20,47.0
Z057,2025-03-21,157.0
Z057,2025-03-22,171.0
Z057,2025-03-23,119.0
Z057,2025-03-24,9.0
Z057,2025-03-25,138.0
Z057,2025-03-26,104.0
Z057,2025-03-27,124.0
Z057,2025-03-28,4.0
Z057,2025-03-29,138.0
Z057,2025-03-30,117.0
Z057,2025-03-31,179.0
Z058,2025-01-01,193.0
Z058,2025-01-02,
Z058,2025-01-03,49.0
Z058,2025-01-04,13.0
Z058,2025-01-05,
Z058,2025-01-06,
Z058,2025-01-07,110.0
Z058,2025-01-08,142.0
Z058,2025-01-09,182.0
Z058,2025-01-10,110.0
Z058,2025-01-11,
Z058,2025-01-12,136.0
Z058,2025-01-13,82.0
Z058,2025-01-14,3.0
Z058,2025-01-15,59.0
Z058,2025-01-16,
Z058,2025-01-17,
Z058,2025-01-18,15.0
Z058,2025-01-19,125.0
Z058,2025-01-20,172.0
Z058,2025-01-21,22.0
Z058,2025-01-22,83.0
Z058,2025-01-23,117.0
Z058,2025-01-24,170.0
Z058,2025-01-25,179.0
Z058,2025-01-26,138.0
Z058,2025-01-27,
Z058,2025-01-28,55.0
Z058,2025-01-29,161.0
Z058,2025-01-30,82.0
Z058,2025-01-31,49.0
Z058,2025-02-01,178.0
Z058,2025-02-02,0.0
Z058,2025-02-03,160.0
Z058,2025-02-04,120.0
Z058,2025-02-05,80.0
Z058,2025-02-06,155.0
Z058,2025-02-07,11.0
Z058,2025-02-08,158.0
Z058,2025-02-09,16.0
Z058,2025-02-10,104.0
Z058,2025-02-11,194.0
Z058,2025-02-12,154.0
Z058,2025-02-13,74.0
Z058,2025-02-14,
Z058,2025-02-15,152.0
Z058,2025-02-16,
Z058,2025-02-17,195.0
Z058,2025-02-18,179.0
Z058,2025-02-19,46.0
Z058,2025-02-20,143.0
Z058,2025-02-21,194.0
Z058,2025-02-22,157.0
Z058,2025-02-23,
Z058,2025-02-24,195.0
Z058,2025-02-25,97.0
Z058,2025-02-26,38.0
Z058,2025-02-27,184.0
Z058,2025-02-28,163.0
Z058,2025-03-01,191.0
Z058,2025-03-02,43.0
Z058,2025-03-03,42.0
Z058,2025-03-04,46.0
Z058,2025-03-05,81.0
Z058,2025-03-06,49.0
Z058,2025-03-07,5.0
Z058,2025-03-08,190.0
Z058,2025-03-09,84.0
Z058,2025-03-10,42.0
Z058,2025-03-11,116.0
Z058,2025-03-12,58.0
Z058,2025-03-13,150.0
Z058,2025-03-14,73.0
Z058,2025-03-15,137.0
Z058,2025-03-16,133.0
Z058,2025-03-17,59.0
Z058,2025-03-18,11.0
Z058,2025-03-19,63.0
Z058,2025-03-20,81.0
Z058,2025-03-21,78.0
Z058,2025-03-22,13.0
Z058,2025-03-23,7.0
Z058,2025-03-24,179.0
Z058,2025-03-25,137.0
Z058,2025-03-26,158.0
Z058,2025-03-27,103.0
Z058,2025-03-28,51.0
Z058,2025-03-29,58.0
Z058,2025-03-30,142.0
Z058,2025-03-31,87.0
Z059,2025-01-01,188.0
Z059,2025-01-02,105.0
Z059,2025-01-03,85.0
Z059,2025-01-04,134.0
Z059,2025-01-05,60.0
Z059,2025-01-06,36.0
Z059,2025-01-07,9.0
Z059,2025-01-08,89.0
Z059,2025-01-09,135.0
Z059,2025-01-10,133.0
Z059,2025-01-11,139.0
Z059,2025-01-12,75.0
Z059,2025-01-13,74.0
Z059,2025-01-14,125.0
Z059,2025-01-15,
Z059,2025-01-16,170.0
Z059,2025-01-17,145.0
Z059,2025-01-18,45.0
Z059,2025-01-19,153.0
Z059,2025-01-20,188.0
Z059,2025-01-21,147.0
Z059,2025-01-22,31.0
Z059,2025-01-23,157.0
Z059,2025-01-24,18.0
Z059,2025-01-25,143.0
Z059,2025-01-26,34.0
Z059,2025-01-27,188.0
Z059,2025-01-28,23.0
Z059,2025-01-29,17.0
Z059,2025-01-30,21.0
Z059,2025-01-31,89.0
Z059,2025-02-01,196.0
Z059,2025-02-02,111.0
Z059,2025-02-03,145.0
Z059,2025-02-04,73.0
Z059,2025-02-05,123.0
Z059,2025-02-06,5.0
Z059,2025-02-07,10.0
Z059,2025-02-08,91.0
Z059,2025-02-09,111.0
Z059,2025-02-10,125.0
Z059,2025-02-11,109.0
Z059,2025-02-12,98.0
Z059,2025-02-13,111.0
Z059,2025-02-14,60.0
Z059,2025-02-15,59.0
Z059,2025-02-16,20.0
Z059,2025-02-17,55.0
Z059,2025-02-18,81.0
Z059,2025-02-19,4.0
Z059,2025-02-20,1.0
Z059,2025-02-21,153.0
Z059,2025-02-22,183.0
Z059,2025-02-23,98.0
Z059,2025-02-24,122.0
Z059,2025-02-25,4.0
Z059,2025-02-26,
Z059,2025-02-27,175.0
Z059,2025-02-28,160.0
Z059,2025-03-01,8.0
Z059,2025-03-02,85.0
Z059,2025-03-03,125.0
Z059,2025-03-04,52.0
Z059,2025-03-05,127.0
Z059,2025-03-06,31.0
Z059,2025-03-07,178.0
Z059,2025-03-08,56.0
Z059,2025-03-09,72.0
Z059,2025-03-10,95.0
Z059,2025-03-11,191.0
Z059,2025-03-12,110.0
Z059,2025-03-13,152.0
Z059,2025-03-14,182.0
Z059,2025-03-15,71.0
Z059,2025-03-16,84.0
Z059,2025-03-17,20.0
Z059,2025-03-18,196.0
Z059,2025-03-19,151.0
Z059,2025-03-20,130.0
Z059,2025-03-21,101.0
Z059,2025-03-22,162.0
Z059,2025-03-23,159.0
Z059,2025-03-24,49.0
Z059,2025-03-25,39.0
Z059,2025-03-26,56.0
Z059,2025-03-27,167.0
Z059,2025-03-28,180.0
Z059,2025-03-29,153.0
Z059,2025-03-30,186.0
Z059,2025-03-31,44.0
Z060,2025-01-01,99.0
Z060,2025-01-02,141.0
Z060,2025-01-03,127.0
Z060,2025-01-04,112.0
Z060,2025-01-05,53.0
Z060,2025-01-06,40.0
Z060,2025-01-07,182.0
Z060,2025-01-08,179.0
Z060,2025-01-09,58.0
Z060,2025-01-10,178.0
Z060,2025-01-11,23.0
Z060,2025-01-12,129.0
Z060,2025-01-13,184.0
Z060,2025-01-14,10.0
Z060,2025-01-15,155.0
Z060,2025-01-16,39.0
Z060,2025-01-17,99.0
Z060,2025-01-18,136.0
Z060,2025-01-19,167.0
Z060,2025-01-20,152.0
Z060,2025-01-21,129.0
Z060,2025-01-22,29.0
Z060,2025-01-23,129.0
Z060,2025-01-24,110.0
Z060,2025-01-25,104.0
Z060,2025-01-26,178.0
Z060,2025-01-27,66.0
Z060,2025-01-28,2.0
Z060,2025-01-29,141.0
Z060,2025-01-30,98.0
Z060,2025-01-31,55.0
Z060,2025-02-01,139.0
Z060,2025-02-02,147.0
Z060,2025-02-03,70.0
Z060,2025-02-04,35.0
Z060,2025-02-05,36.0
Z060,2025-02-06,44.0
Z060,2025-02-07,1.0
Z060,2025-02-08,159.0
Z060,2025-02-09,165.0
Z060,2025-02-10,37.0
Z060,2025-02-11,11.0
Z060,2025-02-12,
Z060,2025-02-13,29.0
Z060,2025-02-14,100.0
Z060,2025-02-15,18.0
Z060,2025-02-16,198.0
Z060,2025-02-17,3.0
Z060,2025-02-18,3.0
Z060,2025-02-19,87.0
Z060,2025-02-20,163.0
Z060,2025-02-21,134.0
Z060,2025-02-22,25.0
Z060,2025-02-23,27.0
Z060,2025-02-24,116.0
Z060,2025-02-25,57.0
Z060,2025-02-26,126.0
Z060,2025-02-27,
Z060,2025-02-28,180.0
Z060,2025-03-01,177.0
Z060,2025-03-02,194.0
Z060,2025-03-03,177.0
Z060,2025-03-04,47.0
Z060,2025-03-05,136.0
Z060,2025-03-06,3.0
Z060,2025-03-07,162.0
Z060,2025-03-08,187.0
Z060,2025-03-09,100.0
Z060,2025-03-10,163.0
Z060,2025-03-11,182.0
Z060,2025-03-12,114.0
Z060,2025-03-13,172.0
Z060,2025-03-14,156.0
Z060,2025-03-15,74.0
Z060,2025-03-16,159.0
Z060,2025-03-17,
Z060,2025-03-18,49.0
Z060,2025-03-19,95.0
Z060,2025-03-20,149.0
Z060,2025-03-21,
Z060,2025-03-22,35.0
Z060,2025-03-23,125.0
Z060,2025-03-24,100.0
Z060,2025-03-25,19.0
Z060,2025-03-26,70.0
Z060,2025-03-27,170.0
Z060,2025-03-28,
Z060,2025-03-29,
Z060,2025-03-30,179.0
Z060,2025-03-31,198.0
Z061,2025-01-01,151.0
Z061,2025-01-02,26.0
Z061,2025-01-03,128.0
Z061,2025-01-04,59.0
Z061,2025-01-05,1.0
Z061,2025-01-06,65.0
Z061,2025-01-07,190.0
Z061,2025-01-08,5.0
Z061,2025-01-09,120.0
Z061,2025-01-10,82.0
Z061,2025-01-11,78.0
Z061,2025-01-12,161.0
Z061,2025-01-13,147.0
Z061,2025-01-14,111.0
Z061,2025-01-15,152.0
Z061,2025-01-16,18.0
Z061,2025-01-17,165.0
Z061,2025-01-18,175.0
Z061,2025-01-19,63.0
Z061,2025-01-20,73.0
Z061,2025-01-21,189.0
Z061,2025-01-22,30.0
Z061,2025-01-23,180.0
Z061,2025-01-24,189.0
Z061,2025-01-25,113.0
Z061,2025-01-26,9.0
Z061,2025-01-27,54.0
Z061,2025-01-28,0.0
Z061,2025-01-29,30.0
Z061,2025-01-30,
Z061,2025-01-31,178.0
Z061,2025-02-01,52.0
Z061,2025-02-02,165.0
Z061,2025-02-03,89.0
Z061,2025-02-04,43.0
Z061,2025-02-05,126.0
Z061,2025-02-06,154.0
Z061,2025-02-07,128.0
Z061,2025-02-08,43.0
Z061,2025-02-09,168.0
Z061,2025-02-10,188.0
Z061,2025-02-11,
Z061,2025-02-12,156.0
Z061,2025-02-13,64.0
Z061,2025-02-14,11.0
Z061,2025-02-15,85.0
Z061,2025-02-16,
Z061,2025-02-17,116.0
Z061,2025-02-18,123.0
Z061,2025-02-19,125.0
Z061,2025-02-20,20.0
Z061,2025-02-21,2.0
Z061,2025-02-22,52.0
Z061,2025-02-23,113.0
Z061,2025-02-24,36.0
Z061,2025-02-25,103.0
Z061,2025-02-26,108.0
Z061,2025-02-27,134.0
Z061,2025-02-28,159.0
Z061,2025-03-01,49.0
Z061,2025-03-02,147.0
Z061,2025-03-03,16.0
Z061,2025-03-04,145.0
Z061,2025-03-05,129.0
Z061,2025-03-06,114.0
Z061,2025-03-07,171.0
Z061,2025-03-08,39.0
Z061,2025-03-09,163.0
Z061,2025-03-10,80.0
Z061,2025-03-11,30.0
Z061,2025-03-12,61.0
Z061,2025-03-13,44.0
Z061,2025-03-14,115.0
Z061,2025-03-15,
Z061,2025-03-16,171.0
Z061,2025-03-17,8.0
Z061,2025-03-18,177.0
Z061,2025-03-19,5.0
Z061,2025-03-20,11.0
Z061,2025-03-21,125.0
Z061,2025-03-22,89.0
Z061,2025-03-23,178.0
Z061,2025-03-24,47.0
Z061,2025-03-25,181.0
Z061,2025-03-26,135.0
Z061,2025-03-27,100.0
Z061,2025-03-28,48.0
Z061,2025-03-29,19.0
Z061,2025-03-30,167.0
Z061,2025-03-31,73.0
Z062,2025-01-01,40.0
Z062,2025-01-02,129.0
Z062,2025-01-03,26.0
Z062,2025-01-04,98.0
Z062,2025-01-05,0.0
Z062,2025-01-06,57.0
Z062,2025-01-07,120.0
Z062,2025-01-08,149.0
Z062,2025-01-09,11.0
Z062,2025-01-10,92.0
Z062,2025-01-11,133.0
Z062,2025-01-12,76.0
Z062,2025-01-13,54.0
Z062,2025-01-14,11.0
Z062,2025-01-15,176.0
Z062,2025-01-16,
Z062,2025-01-17,116.0
