zone_id,date,parking_capacity
Z035,2025-03-20,441.0
Z035,2025-03-21,160.0
Z035,2025-03-22,943.0
Z035,2025-03-23,612.0
Z035,2025-03-24,121.0
Z035,2025-03-25,401.0
Z035,2025-03-26,404.0
Z035,2025-03-27,801.0
Z035,2025-03-28,995.0
Z035,2025-03-29,630.0
Z035,2025-03-30,331.0
Z035,2025-03-31,991.0
Z036,2025-01-01,813.0
Z036,2025-01-02,722.0
Z036,2025-01-03,720.0
Z036,2025-01-04,217.0
Z036,2025-01-05,889.0
Z036,2025-01-06,332.0
Z036,2025-01-07,610.0
Z036,2025-01-08,596.0
Z036,2025-01-09,777.0
Z036,2025-01-10,393.0
Z036,2025-01-11,
Z036,2025-01-12,379.0
Z036,2025-01-13,534.0
Z036,2025-01-14,392.0
Z036,2025-01-15,247.0
Z036,2025-01-16,729.0
Z036,2025-01-17,202.0
Z036,2025-01-18,941.0
Z036,2025-01-19,890.0
Z036,2025-01-20,417.0
Z036,2025-01-21,607.0
Z036,2025-01-22,
Z036,2025-01-23,469.0
Z036,2025-01-24,
Z036,2025-01-25,985.0
Z036,2025-01-26,574.0
Z036,2025-01-27,253.0
Z036,2025-01-28,511.0
Z036,2025-01-29,248.0
Z036,2025-01-30,495.0
Z036,2025-01-31,303.0
Z036,2025-02-01,571.0
Z036,2025-02-02,965.0
Z036,2025-02-03,814.0
Z036,2025-02-04,956.0
Z036,2025-02-05,557.0
Z036,2025-02-06,986.0
Z036,2025-02-07,321.0
Z036,2025-02-08,185.0
Z036,2025-02-09,857.0
Z036,2025-02-10,155.0
Z036,2025-02-11,937.0
Z036,2025-02-12,450.0
Z036,2025-02-13,
Z036,2025-02-14,651.0
Z036,2025-02-15,658.0
Z036,2025-02-16,365.0
Z036,2025-02-17,746.0
Z036,2025-02-18,380.0
Z036,2025-02-19,839.0
Z036,2025-02-20,
Z036,2025-02-21,236.0
Z036,2025-02-22,404.0
Z036,2025-02-23,744.0
Z036,2025-02-24,365.0
Z036,2025-02-25,
Z036,2025-02-26,891.0
Z036,2025-02-27,898.0
Z036,2025-02-28,399.0
Z036,2025-03-01,729.0
Z036,2025-03-02,
Z036,2025-03-03,842.0
Z036,2025-03-04,379.0
Z036,2025-03-05,311.0
Z036,2025-03-06,287.0
Z036,2025-03-07,577.0
Z036,2025-03-08,947.0
Z036,2025-03-09,838.0
Z036,2025-03-10,523.0
Z036,2025-03-11,558.0
Z036,2025-03-12,531.0
Z036,2025-03-13,378.0
Z036,2025-03-14,652.0
Z036,2025-03-15,678.0
Z036,2025-03-16,425.0
Z036,2025-03-17,756.0
Z036,2025-03-18,614.0
Z036,2025-03-19,280.0
Z036,2025-03-20,472.0
Z036,2025-03-21,778.0
Z036,2025-03-22,192.0
Z036,2025-03-23,981.0
Z036,2025-03-24,
Z036,2025-03-25,184.0
Z036,2025-03-26,868.0
Z036,2025-03-27,359.0
Z036,2025-03-28,202.0
Z036,2025-03-29,207.0
Z036,2025-03-30,935.0
Z036,2025-03-31,112.0
Z037,2025-01-01,
Z037,2025-01-02,909.0
Z037,2025-01-03,753.0
Z037,2025-01-04,201.0
Z037,2025-01-05,952.0
Z037,2025-01-06,359.0
Z037,2025-01-07,868.0
Z037,2025-01-08,917.0
Z037,2025-01-09,754.0
Z037,2025-01-10,826.0
Z037,2025-01-11,412.0
Z037,2025-01-12,
Z037,2025-01-13,114.0
Z037,2025-01-14,310.0
Z037,2025-01-15,455.0
Z037,2025-01-16,890.0
Z037,2025-01-17,551.0
Z037,2025-01-18,822.0
Z037,2025-01-19,
Z037,2025-01-20,699.0
Z037,2025-01-21,811.0
Z037,2025-01-22,
Z037,2025-01-23,177.0
Z037,2025-01-24,361.0
Z037,2025-01-25,440.0
Z037,2025-01-26,360.0
Z037,2025-01-27,134.0
Z037,2025-01-28,731.0
Z037,2025-01-29,676.0
Z037,2025-01-30,975.0
Z037,2025-01-31,385.0
Z037,2025-02-01,629.0
Z037,2025-02-02,750.0
Z037,2025-02-03,245.0
Z037,2025-02-04,764.0
Z037,2025-02-05,740.0
Z037,2025-02-06,745.0
Z037,2025-02-07,486.0
Z037,2025-02-08,870.0
Z037,2025-02-09,883.0
Z037,2025-02-10,181.0
Z037,2025-02-11,549.0
Z037,2025-02-12,603.0
Z037,2025-02-13,313.0
Z037,2025-02-14,790.0
Z037,2025-02-15,212.0
Z037,2025-02-16,740.0
Z037,2025-02-17,203.0
Z037,2025-02-18,199.0
Z037,2025-02-19,246.0
Z037,2025-02-20,685.0
Z037,2025-02-21,766.0
Z037,2025-02-22,590.0
Z037,2025-02-23,303.0
Z037,2025-02-24,594.0
Z037,2025-02-25,520.0
Z037,2025-02-26,665.0
Z037,2025-02-27,979.0
Z037,2025-02-28,452.0
Z037,2025-03-01,566.0
Z037,2025-03-02,640.0
Z037,2025-03-03,366.0
Z037,2025-03-04,951.0
Z037,2025-03-05,868.0
Z037,2025-03-06,605.0
Z037,2025-03-07,
Z037,2025-03-08,944.0
Z037,2025-03-09,814.0
Z037,2025-03-10,655.0
Z037,2025-03-11,821.0
Z037,2025-03-12,716.0
Z037,2025-03-13,419.0
Z037,2025-03-14,313.0
Z037,2025-03-15,
Z037,2025-03-16,421.0
Z037,2025-03-17,406.0
Z037,2025-03-18,919.0
Z037,2025-03-19,185.0
Z037,2025-03-20,587.0
Z037,2025-03-21,154.0
Z037,2025-03-22,126.0
Z037,2025-03-23,537.0
Z037,2025-03-24,176.0
Z037,2025-03-25,243.0
Z037,2025-03-26,838.0
Z037,2025-03-27,664.0
Z037,2025-03-28,603.0
Z037,2025-03-29,443.0
Z037,2025-03-30,783.0
Z037,2025-03-31,314.0
Z038,2025-01-01,604.0
Z038,2025-01-02,973.0
Z038,2025-01-03,581.0
Z038,2025-01-04,489.0
Z038,2025-01-05,728.0
Z038,2025-01-06,937.0
Z038,2025-01-07,530.0
Z038,2025-01-08,408.0
Z038,2025-01-09,868.0
Z038,2025-01-10,510.0
Z038,2025-01-11,851.0
Z038,2025-01-12,106.0
Z038,2025-01-13,412.0
Z038,2025-01-14,609.0
Z038,2025-01-15,104.0
Z038,2025-01-16,851.0
Z038,2025-01-17,627.0
Z038,2025-01-18,400.0
Z038,2025-01-19,505.0
Z038,2025-01-20,874.0
Z038,2025-01-21,549.0
Z038,2025-01-22,852.0
Z038,2025-01-23,612.0
Z038,2025-01-24,254.0
Z038,2025-01-25,801.0
Z038,2025-01-26,
Z038,2025-01-27,549.0
Z038,2025-01-28,398.0
Z038,2025-01-29,362.0
Z038,2025-01-30,977.0
Z038,2025-01-31,354.0
Z038,2025-02-01,711.0
Z038,2025-02-02,917.0
Z038,2025-02-03,641.0
Z038,2025-02-04,284.0
Z038,2025-02-05,108.0
Z038,2025-02-06,670.0
Z038,2025-02-07,305.0
Z038,2025-02-08,715.0
Z038,2025-02-09,959.0
Z038,2025-02-10,
Z038,2025-02-11,
Z038,2025-02-12,965.0
Z038,2025-02-13,689.0
Z038,2025-02-14,342.0
Z038,2025-02-15,887.0
Z038,2025-02-16,630.0
Z038,2025-02-17,718.0
Z038,2025-02-18,371.0
Z038,2025-02-19,453.0
Z038,2025-02-20,681.0
Z038,2025-02-21,
Z038,2025-02-22,
Z038,2025-02-23,278.0
Z038,2025-02-24,584.0
Z038,2025-02-25,687.0
Z038,2025-02-26,708.0
Z038,2025-02-27,402.0
Z038,2025-02-28,170.0
Z038,2025-03-01,475.0
Z038,2025-03-02,873.0
Z038,2025-03-03,498.0
Z038,2025-03-04,
Z038,2025-03-05,250.0
Z038,2025-03-06,429.0
Z038,2025-03-07,651.0
Z038,2025-03-08,443.0
Z038,2025-03-09,308.0
Z038,2025-03-10,816.0
Z038,2025-03-11,506.0
Z038,2025-03-12,276.0
Z038,2025-03-13,433.0
Z038,2025-03-14,775.0
Z038,2025-03-15,694.0
Z038,2025-03-16,197.0
Z038,2025-03-17,
Z038,2025-03-18,361.0
Z038,2025-03-19,435.0
Z038,2025-03-20,
Z038,2025-03-21,888.0
Z038,2025-03-22,742.0
Z038,2025-03-23,662.0
Z038,2025-03-24,664.0
Z038,2025-03-25,
Z038,2025-03-26,659.0
Z038,2025-03-27,441.0
Z038,2025-03-28,891.0
Z038,2025-03-29,945.0
Z038,2025-03-30,482.0
Z038,2025-03-31,519.0
Z039,2025-01-01,219.0
Z039,2025-01-02,345.0
Z039,2025-01-03,750.0
Z039,2025-01-04,386.0
Z039,2025-01-05,407.0
Z039,2025-01-06,
Z039,2025-01-07,505.0
Z039,2025-01-08,888.0
Z039,2025-01-09,810.0
Z039,2025-01-10,383.0
Z039,2025-01-11,973.0
Z039,2025-01-12,235.0
Z039,2025-01-13,188.0
Z039,2025-01-14,
Z039,2025-01-15,548.0
Z039,2025-01-16,188.0
Z039,2025-01-17,618.0
Z039,2025-01-18,483.0
Z039,2025-01-19,811.0
Z039,2025-01-20,138.0
Z039,2025-01-21,993.0
Z039,2025-01-22,397.0
Z039,2025-01-23,246.0
Z039,2025-01-24,958.0
Z039,2025-01-25,935.0
Z039,2025-01-26,993.0
Z039,2025-01-27,397.0
Z039,2025-01-28,416.0
Z039,2025-01-29,984.0
Z039,2025-01-30,778.0
Z039,2025-01-31,771.0
Z039,2025-02-01,945.0
Z039,2025-02-02,113.0
Z039,2025-02-03,778.0
Z039,2025-02-04,289.0
Z039,2025-02-05,396.0
Z039,2025-02-06,224.0
Z039,2025-02-07,680.0
Z039,2025-02-08,769.0
Z039,2025-02-09,476.0
Z039,2025-02-10,647.0
Z039,2025-02-11,171.0
Z039,2025-02-12,652.0
Z039,2025-02-13,
Z039,2025-02-14,345.0
Z039,2025-02-15,438.0
Z039,2025-02-16,
Z039,2025-02-17,183.0
Z039,2025-02-18,252.0
Z039,2025-02-19,960.0
Z039,2025-02-20,522.0
Z039,2025-02-21,815.0
Z039,2025-02-22,584.0
Z039,2025-02-23,265.0
Z039,2025-02-24,686.0
Z039,2025-02-25,269.0
Z039,2025-02-26,319.0
Z039,2025-02-27,539.0
Z039,2025-02-28,308.0
Z039,2025-03-01,166.0
Z039,2025-03-02,711.0
Z039,2025-03-03,710.0
Z039,2025-03-04,823.0
Z039,2025-03-05,365.0
Z039,2025-03-06,822.0
Z039,2025-03-07,343.0
Z039,2025-03-08,457.0
Z039,2025-03-09,694.0
Z039,2025-03-10,634.0
Z039,2025-03-11,626.0
Z039,2025-03-12,
Z039,2025-03-13,828.0
Z039,2025-03-14,819.0
Z039,2025-03-15,868.0
Z039,2025-03-16,715.0
Z039,2025-03-17,633.0
Z039,2025-03-18,765.0
Z039,2025-03-19,684.0
Z039,2025-03-20,409.0
Z039,2025-03-21,954.0
Z039,2025-03-22,759.0
Z039,2025-03-23,206.0
Z039,2025-03-24,568.0
Z039,2025-03-25,988.0
Z039,2025-03-26,517.0
Z039,2025-03-27,919.0
Z039,2025-03-28,374.0
Z039,2025-03-29,444.0
Z039,2025-03-30,411.0
Z039,2025-03-31,482.0
Z040,2025-01-01,429.0
Z040,2025-01-02,502.0
Z040,2025-01-03,830.0
Z040,2025-01-04,622.0
Z040,2025-01-05,
Z040,2025-01-06,712.0
Z040,2025-01-07,543.0
Z040,2025-01-08,
Z040,2025-01-09,568.0
Z040,2025-01-10,448.0
Z040,2025-01-11,731.0
Z040,2025-01-12,
Z040,2025-01-13,683.0
Z040,2025-01-14,513.0
Z040,2025-01-15,742.0
Z040,2025-01-16,739.0
Z040,2025-01-17,559.0
Z040,2025-01-18,148.0
Z040,2025-01-19,883.0
Z040,2025-01-20,349.0
Z040,2025-01-21,
Z040,2025-01-22,470.0
Z040,2025-01-23,323.0
Z040,2025-01-24,180.0
Z040,2025-01-25,798.0
Z040,2025-01-26,461.0
Z040,2025-01-27,922.0
Z040,2025-01-28,466.0
Z040,2025-01-29,304.0
Z040,2025-01-30,382.0
Z040,2025-01-31,846.0
Z040,2025-02-01,679.0
Z040,2025-02-02,351.0
Z040,2025-02-03,
Z040,2025-02-04,979.0
Z040,2025-02-05,965.0
Z040,2025-02-06,
Z040,2025-02-07,809.0
Z040,2025-02-08,926.0
Z040,2025-02-09,977.0
Z040,2025-02-10,760.0
Z040,2025-02-11,500.0
Z040,2025-02-12,261.0
Z040,2025-02-13,888.0
Z040,2025-02-14,112.0
Z040,2025-02-15,995.0
Z040,2025-02-16,710.0
Z040,2025-02-17,334.0
Z040,2025-02-18,312.0
Z040,2025-02-19,859.0
Z040,2025-02-20,249.0
Z040,2025-02-21,834.0
Z040,2025-02-22,170.0
Z040,2025-02-23,166.0
Z040,2025-02-24,634.0
Z040,2025-02-25,710.0
Z040,2025-02-26,657.0
Z040,2025-02-27,735.0
Z040,2025-02-28,120.0
Z040,2025-03-01,923.0
Z040,2025-03-02,239.0
Z040,2025-03-03,422.0
Z040,2025-03-04,920.0
Z040,2025-03-05,908.0
Z040,2025-03-06,705.0
Z040,2025-03-07,281.0
Z040,2025-03-08,949.0
Z040,2025-03-09,584.0
Z040,2025-03-10,
Z040,2025-03-11,335.0
Z040,2025-03-12,408.0
Z040,2025-03-13,961.0
Z040,2025-03-14,198.0
Z040,2025-03-15,441.0
Z040,2025-03-16,
Z040,2025-03-17,681.0
Z040,2025-03-18,
Z040,2025-03-19,732.0
Z040,2025-03-20,974.0
Z040,2025-03-21,767.0
Z040,2025-03-22,167.0
Z040,2025-03-23,345.0
Z040,2025-03-24,340.0
Z040,2025-03-25,913.0
Z040,2025-03-26,496.0
Z040,2025-03-27,435.0
Z040,2025-03-28,585.0
Z040,2025-03-29,826.0
Z040,2025-03-30,980.0
Z040,2025-03-31,510.0
Z041,2025-01-01,479.0
Z041,2025-01-02,103.0
Z041,2025-01-03,872.0
Z041,2025-01-04,531.0
Z041,2025-01-05,120.0
Z041,2025-01-06,975.0
Z041,2025-01-07,382.0
Z041,2025-01-08,
Z041,2025-01-09,
Z041,2025-01-10,984.0
Z041,2025-01-11,358.0
Z041,2025-01-12,765.0
Z041,2025-01-13,519.0
Z041,2025-01-14,638.0
Z041,2025-01-15,130.0
Z041,2025-01-16,389.0
Z041,2025-01-17,420.0
Z041,2025-01-18,708.0
Z041,2025-01-19,856.0
Z041,2025-01-20,329.0
Z041,2025-01-21,529.0
Z041,2025-01-22,167.0
Z041,2025-01-23,503.0
Z041,2025-01-24,599.0
Z041,2025-01-25,734.0
Z041,2025-01-26,179.0
Z041,2025-01-27,948.0
Z041,2025-01-28,913.0
Z041,2025-01-29,813.0
Z041,2025-01-30,992.0
Z041,2025-01-31,253.0
Z041,2025-02-01,122.0
Z041,2025-02-02,774.0
Z041,2025-02-03,486.0
Z041,2025-02-04,934.0
Z041,2025-02-05,278.0
Z041,2025-02-06,444.0
Z041,2025-02-07,918.0
Z041,2025-02-08,293.0
Z041,2025-02-09,254.0
Z041,2025-02-10,226.0
Z041,2025-02-11,735.0
Z041,2025-02-12,765.0
Z041,2025-02-13,277.0
Z041,2025-02-14,766.0
Z041,2025-02-15,179.0
Z041,2025-02-16,686.0
Z041,2025-02-17,
Z041,2025-02-18,933.0
Z041,2025-02-19,248.0
Z041,2025-02-20,598.0
Z041,2025-02-21,676.0
Z041,2025-02-22,272.0
Z041,2025-02-23,640.0
Z041,2025-02-24,910.0
Z041,2025-02-25,902.0
Z041,2025-02-26,187.0
Z041,2025-02-27,190.0
Z041,2025-02-28,986.0
Z041,2025-03-01,652.0
Z041,2025-03-02,435.0
Z041,2025-03-03,760.0
Z041,2025-03-04,520.0
Z041,2025-03-05,218.0
Z041,2025-03-06,569.0
Z041,2025-03-07,662.0
Z041,2025-03-08,729.0
Z041,2025-03-09,560.0
Z041,2025-03-10,529.0
Z041,2025-03-11,411.0
Z041,2025-03-12,773.0
Z041,2025-03-13,156.0
Z041,2025-03-14,
Z041,2025-03-15,129.0
Z041,2025-03-16,727.0
Z041,2025-03-17,385.0
Z041,2025-03-18,694.0
Z041,2025-03-19,714.0
Z041,2025-03-20,765.0
Z041,2025-03-21,935.0
Z041,2025-03-22,922.0
Z041,2025-03-23,225.0
Z041,2025-03-24,286.0
Z041,2025-03-25,304.0
Z041,2025-03-26,356.0
Z041,2025-03-27,
Z041,2025-03-28,145.0
Z041,2025-03-29,733.0
Z041,2025-03-30,437.0
Z041,2025-03-31,684.0
Z042,2025-01-01,593.0
Z042,2025-01-02,656.0
Z042,2025-01-03,933.0
Z042,2025-01-04,287.0
Z042,2025-01-05,476.0
Z042,2025-01-06,810.0
Z042,2025-01-07,293.0
Z042,2025-01-08,789.0
Z042,2025-01-09,538.0
Z042,2025-01-10,
Z042,2025-01-11,280.0
Z042,2025-01-12,920.0
Z042,2025-01-13,981.0
Z042,2025-01-14,980.0
Z042,2025-01-15,105.0
Z042,2025-01-16,947.0
Z042,2025-01-17,524.0
Z042,2025-01-18,494.0
Z042,2025-01-19,644.0
Z042,2025-01-20,
Z042,2025-01-21,146.0
Z042,2025-01-22,367.0
Z042,2025-01-23,
Z042,2025-01-24,143.0
Z042,2025-01-25,295.0
Z042,2025-01-26,315.0
Z042,2025-01-27,994.0
Z042,2025-01-28,924.0
Z042,2025-01-29,481.0
Z042,2025-01-30,243.0
Z042,2025-01-31,353.0
Z042,2025-02-01,683.0
Z042,2025-02-02,301.0
Z042,2025-02-03,221.0
Z042,2025-02-04,430.0
Z042,2025-02-05,594.0
Z042,2025-02-06,545.0
Z042,2025-02-07,349.0
Z042,2025-02-08,406.0
Z042,2025-02-09,877.0
Z042,2025-02-10,534.0
Z042,2025-02-11,
Z042,2025-02-12,331.0
Z042,2025-02-13,685.0
Z042,2025-02-14,550.0
Z042,2025-02-15,
Z042,2025-02-16,138.0
Z042,2025-02-17,343.0
Z042,2025-02-18,220.0
Z042,2025-02-19,451.0
Z042,2025-02-20,984.0
Z042,2025-02-21,903.0
Z042,2025-02-22,240.0
Z042,2025-02-23,471.0
Z042,2025-02-24,177.0
Z042,2025-02-25,148.0
Z042,2025-02-26,103.0
Z042,2025-02-27,661.0
Z042,2025-02-28,672.0
Z042,2025-03-01,291.0
Z042,2025-03-02,
Z042,2025-03-03,185.0
Z042,2025-03-04,
Z042,2025-03-05,612.0
Z042,2025-03-06,202.0
Z042,2025-03-07,544.0
Z042,2025-03-08,257.0
Z042,2025-03-09,739.0
Z042,2025-03-10,229.0
Z042,2025-03-11,480.0
Z042,2025-03-12,618.0
Z042,2025-03-13,212.0
Z042,2025-03-14,730.0
Z042,2025-03-15,811.0
Z042,2025-03-16,470.0
Z042,2025-03-17,292.0
Z042,2025-03-18,808.0
Z042,2025-03-19,
Z042,2025-03-20,933.0
Z042,2025-03-21,646.0
Z042,2025-03-22,782.0
Z042,2025-03-23,307.0
Z042,2025-03-24,
Z042,2025-03-25,392.0
Z042,2025-03-26,743.0
Z042,2025-03-27,779.0
Z042,2025-03-28,969.0
Z042,2025-03-29,242.0
Z042,2025-03-30,
Z042,2025-03-31,146.0
Z043,2025-01-01,275.0
Z043,2025-01-02,259.0
Z043,2025-01-03,190.0
Z043,2025-01-04,841.0
Z043,2025-01-05,282.0
Z043,2025-01-06,291.0
Z043,2025-01-07,553.0
Z043,2025-01-08,908.0
Z043,2025-01-09,
Z043,2025-01-10,279.0
Z043,2025-01-11,299.0
Z043,2025-01-12,472.0
Z043,2025-01-13,622.0
Z043,2025-01-14,117.0
Z043,2025-01-15,572.0
Z043,2025-01-16,
Z043,2025-01-17,492.0
Z043,2025-01-18,924.0
Z043,2025-01-19,690.0
Z043,2025-01-20,440.0
Z043,2025-01-21,526.0
Z043,2025-01-22,290.0
Z043,2025-01-23,
Z043,2025-01-24,791.0
Z043,2025-01-25,963.0
Z043,2025-01-26,530.0
Z043,2025-01-27,305.0
Z043,2025-01-28,979.0
Z043,2025-01-29,298.0
Z043,2025-01-30,139.0
Z043,2025-01-31,265.0
Z043,2025-02-01,255.0
Z043,2025-02-02,870.0
Z043,2025-02-03,966.0
Z043,2025-02-04,981.0
Z043,2025-02-05,922.0
Z043,2025-02-06,772.0
Z043,2025-02-07,363.0
Z043,2025-02-08,252.0
Z043,2025-02-09,136.0
Z043,2025-02-10,122.0
Z043,2025-02-11,570.0
Z043,2025-02-12,908.0
Z043,2025-02-13,333.0
Z043,2025-02-14,199.0
Z043,2025-02-15,697.0
Z043,2025-02-16,670.0
Z043,2025-02-17,
Z043,2025-02-18,
Z043,2025-02-19,910.0
Z043,2025-02-20,115.0
Z043,2025-02-21,440.0
Z043,2025-02-22,477.0
Z043,2025-02-23,249.0
Z043,2025-02-24,582.0
Z043,2025-02-25,648.0
Z043,2025-02-26,133.0
Z043,2025-02-27,320.0
Z043,2025-02-28,373.0
Z043,2025-03-01,686.0
Z043,2025-03-02,625.0
Z043,2025-03-03,313.0
Z043,2025-03-04,376.0
Z043,2025-03-05,
Z043,2025-03-06,468.0
Z043,2025-03-07,808.0
Z043,2025-03-08,456.0
Z043,2025-03-09,109.0
Z043,2025-03-10,628.0
Z043,2025-03-11,
Z043,2025-03-12,631.0
Z043,2025-03-13,134.0
Z043,2025-03-14,849.0
Z043,2025-03-15,367.0
Z043,2025-03-16,891.0
Z043,2025-03-17,837.0
Z043,2025-03-18,258.0
Z043,2025-03-19,193.0
Z043,2025-03-20,526.0
Z043,2025-03-21,121.0
Z043,2025-03-22,777.0
Z043,2025-03-23,940.0
Z043,2025-03-24,464.0
Z043,2025-03-25,879.0
Z043,2025-03-26,419.0
Z043,2025-03-27,132.0
Z043,2025-03-28,862.0
Z043,2025-03-29,567.0
Z043,2025-03-30,507.0
Z043,2025-03-31,278.0
Z044,2025-01-01,268.0
Z044,2025-01-02,245.0
Z044,2025-01-03,656.0
Z044,2025-01-04,102.0
Z044,2025-01-05,920.0
Z044,2025-01-06,973.0
Z044,2025-01-07,940.0
Z044,2025-01-08,894.0
Z044,2025-01-09,436.0
Z044,2025-01-10,859.0
Z044,2025-01-11,347.0
Z044,2025-01-12,840.0
Z044,2025-01-13,796.0
Z044,2025-01-14,958.0
Z044,2025-01-15,179.0
Z044,2025-01-16,269.0
Z044,2025-01-17,755.0
Z044,2025-01-18,192.0
Z044,2025-01-19,752.0
Z044,2025-01-20,784.0
Z044,2025-01-21,739.0
Z044,2025-01-22,148.0
Z044,2025-01-23,725.0
Z044,2025-01-24,
Z044,2025-01-25,655.0
Z044,2025-01-26,897.0
Z044,2025-01-27,788.0
Z044,2025-01-28,694.0
Z044,2025-01-29,905.0
Z044,2025-01-30,750.0
Z044,2025-01-31,524.0
Z044,2025-02-01,877.0
Z044,2025-02-02,907.0
Z044,2025-02-03,803.0
Z044,2025-02-04,533.0
Z044,2025-02-05,559.0
Z044,2025-02-06,301.0
Z044,2025-02-07,516.0
Z044,2025-02-08,
Z044,2025-02-09,476.0
Z044,2025-02-10,290.0
Z044,2025-02-11,344.0
Z044,2025-02-12,193.0
Z044,2025-02-13,385.0
Z044,2025-02-14,484.0
Z044,2025-02-15,
Z044,2025-02-16,100.0
Z044,2025-02-17,649.0
Z044,2025-02-18,683.0
Z044,2025-02-19,504.0
Z044,2025-02-20,229.0
Z044,2025-02-21,
Z044,2025-02-22,983.0
Z044,2025-02-23,814.0
Z044,2025-02-24,890.0
Z044,2025-02-25,981.0
Z044,2025-02-26,501.0
Z044,2025-02-27,
Z044,2025-02-28,311.0
Z044,2025-03-01,819.0
Z044,2025-03-02,129.0
Z044,2025-03-03,582.0
Z044,2025-03-04,402.0
Z044,2025-03-05,400.0
Z044,2025-03-06,845.0
Z044,2025-03-07,388.0
Z044,2025-03-08,468.0
Z044,2025-03-09,112.0
Z044,2025-03-10,
Z044,2025-03-11,317.0
Z044,2025-03-12,762.0
Z044,2025-03-13,877.0
Z044,2025-03-14,752.0
Z044,2025-03-15,351.0
Z044,2025-03-16,421.0
Z044,2025-03-17,711.0
Z044,2025-03-18,916.0
Z044,2025-03-19,391.0
Z044,2025-03-20,368.0
Z044,2025-03-21,213.0
Z044,2025-03-22,804.0
Z044,2025-03-23,407.0
Z044,2025-03-24,353.0
Z044,2025-03-25,697.0
Z044,2025-03-26,301.0
Z044,2025-03-27,344.0
Z044,2025-03-28,545.0
Z044,2025-03-29,534.0
Z044,2025-03-30,
Z044,2025-03-31,670.0
Z045,2025-01-01,221.0
Z045,2025-01-02,407.0
Z045,2025-01-03,828.0
Z045,2025-01-04,516.0
Z045,2025-01-05,535.0
Z045,2025-01-06,408.0
Z045,2025-01-07,714.0
Z045,2025-01-08,666.0
Z045,2025-01-09,167.0
Z045,2025-01-10,642.0
Z045,2025-01-11,101.0
Z045,2025-01-12,822.0
Z045,2025-01-13,387.0
Z045,2025-01-14,633.0
Z045,2025-01-15,935.0
Z045,2025-01-16,378.0
Z045,2025-01-17,932.0
Z045,2025-01-18,137.0
Z045,2025-01-19,268.0
Z045,2025-01-20,444.0
Z045,2025-01-21,656.0
Z045,2025-01-22,974.0
Z045,2025-01-23,350.0
Z045,2025-01-24,350.0
Z045,2025-01-25,400.0
Z045,2025-01-26,604.0
Z045,2025-01-27,571.0
Z045,2025-01-28,594.0
Z045,2025-01-29,471.0
Z045,2025-01-30,382.0
Z045,2025-01-31,965.0
Z045,2025-02-01,190.0
Z045,2025-02-02,670.0
Z045,2025-02-03,862.0
Z045,2025-02-04,655.0
Z045,2025-02-05,661.0
Z045,2025-02-06,483.0
Z045,2025-02-07,
Z045,2025-02-08,828.0
Z045,2025-02-09,146.0
Z045,2025-02-10,590.0
Z045,2025-02-11,262.0
Z045,2025-02-12,764.0
Z045,2025-02-13,975.0
Z045,2025-02-14,876.0
Z045,2025-02-15,276.0
Z045,2025-02-16,990.0
Z045,2025-02-17,309.0
Z045,2025-02-18,464.0
Z045,2025-02-19,140.0
Z045,2025-02-20,377.0
Z045,2025-02-21,694.0
Z045,2025-02-22,663.0
Z045,2025-02-23,291.0
Z045,2025-02-24,752.0
Z045,2025-02-25,905.0
Z045,2025-02-26,591.0
Z045,2025-02-27,921.0
Z045,2025-02-28,646.0
Z045,2025-03-01,604.0
Z045,2025-03-02,674.0
Z045,2025-03-03,361.0
Z045,2025-03-04,553.0
Z045,2025-03-05,687.0
Z045,2025-03-06,583.0
Z045,2025-03-07,964.0
Z045,2025-03-08,
Z045,2025-03-09,932.0
Z045,2025-03-10,748.0
Z045,2025-03-11,586.0
Z045,2025-03-12,877.0
Z045,2025-03-13,107.0
Z045,2025-03-14,284.0
Z045,2025-03-15,287.0
Z045,2025-03-16,
Z045,2025-03-17,655.0
Z045,2025-03-18,670.0
Z045,2025-03-19,
Z045,2025-03-20,958.0
Z045,2025-03-21,504.0
Z045,2025-03-22,299.0
Z045,2025-03-23,692.0
Z045,2025-03-24,817.0
Z045,2025-03-25,
Z045,2025-03-26,238.0
Z045,2025-03-27,971.0
Z045,2025-03-28,113.0
Z045,2025-03-29,971.0
Z045,2025-03-30,764.0
Z045,2025-03-31,239.0
Z046,2025-01-01,486.0
Z046,2025-01-02,979.0
Z046,2025-01-03,287.0
Z046,2025-01-04,971.0
Z046,2025-01-05,169.0
Z046,2025-01-06,983.0
Z046,2025-01-07,390.0
Z046,2025-01-08,275.0
Z046,2025-01-09,
Z046,2025-01-10,485.0
Z046,2025-01-11,581.0
Z046,2025-01-12,456.0
Z046,2025-01-13,818.0
Z046,2025-01-14,671.0
Z046,2025-01-15,792.0
Z046,2025-01-16,395.0
Z046,2025-01-17,617.0
Z046,2025-01-18,
Z046,2025-01-19,787.0
Z046,2025-01-20,824.0
Z046,2025-01-21,759.0
Z046,2025-01-22,324.0
Z046,2025-01-23,950.0
Z046,2025-01-24,593.0
Z046,2025-01-25,829.0
Z046,2025-01-26,227.0
Z046,2025-01-27,139.0
Z046,2025-01-28,134.0
Z046,2025-01-29,268.0
Z046,2025-01-30,474.0
Z046,2025-01-31,924.0
Z046,2025-02-01,765.0
Z046,2025-02-02,922.0
Z046,2025-02-03,
Z046,2025-02-04,912.0
